Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
217,Bayern Munich,2023-02-26,3.6,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,69,3,0,0,0,3.6,3.6,+3.2,+3.2,3.6,4.6,-0.6,-0.6,-0.6,0.18,20,0.15,0.33,9,45,13.8,0,Match Report
218,Union Berlin,2023-02-26,0.4,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,31,0,0,0,0,0.4,0.4,-3.2,-3.2,0.4,0.7,-0.4,-0.4,-0.4,0.12,3,0,,0,0,14.1,0,Match Report
219,Freiburg,2023-02-26,0.8,,Leverkusen,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0.8,0.8,-1.4,-1.4,0.3,0.4,+0.2,+0.2,-0.3,0.1,9,0.11,0.25,4,44.4,18.5,1,Match Report
220,Leverkusen,2023-02-26,2.2,@,Freiburg,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,2.2,2.2,+1.4,+1.4,2,1.7,-1.2,-1.2,-1,0.12,18,0.06,0.25,4,22.2,16.1,1,Match Report
221,Hoffenheim,2023-02-25,1.3,,Dortmund,de Bundesliga,L 0-1,0,1,-1,44,0,0,0,0,1.3,1.3,-1,-1,1.3,1.4,-1.3,-1.3,-1.3,0.1,13,0,0,4,30.8,18.1,0,Match Report
222,Augsburg,2023-02-25,0.5,@,Hertha BSC,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0.5,0.5,-0.1,-0.1,0.5,0.4,-0.5,-0.5,-0.5,0.06,8,0,0,1,12.5,17.2,1,Match Report
223,Hertha BSC,2023-02-25,0.6,,Augsburg,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0.6,0.6,+0.1,+0.1,0.4,0.2,+1.4,+1.4,+0.6,0.05,11,0.18,0.67,3,27.3,21,0,Match Report
224,Wolfsburg,2023-02-25,1,@,Köln,de Bundesliga,W 2-0,2,0,+2,43,1,1,1,0,1,0.2,-0.2,-1,0.2,0.7,+1.0,+0.8,+0.8,0.04,5,0.2,0.33,3,60,25,0,Match Report
225,Stuttgart,2023-02-25,1.2,@,Schalke 04,de Bundesliga,L 1-2,1,2,-1,65,1,0,0,0,1.2,1.2,-0.3,-0.3,0.9,0.9,-0.2,-0.2,+0.1,0.07,17,0.06,0.2,5,29.4,18.5,0,Match Report
226,Werder Bremen,2023-02-25,1.2,,Bochum,de Bundesliga,W 3-0,3,0,+3,59,3,0,0,0,1.2,1.2,+0.7,+0.7,1,0.6,+1.8,+1.8,+1.0,0.11,11,0.27,0.5,6,54.5,18.2,1,Match Report
227,RB Leipzig,2023-02-25,1.7,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,53,2,0,0,0,1.7,1.7,+0.9,+0.9,1.6,1.6,+0.3,+0.3,+0.4,0.17,10,0.2,0.4,5,50,14.1,0,Match Report
228,Dortmund,2023-02-25,2.3,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,56,1,0,0,0,2.3,2.3,+1.0,+1.0,2.3,1.4,-1.3,-1.3,-1.3,0.1,25,0.04,0.09,11,44,15,0,Match Report
229,Bochum,2023-02-25,0.5,@,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,41,0,0,0,0,0.5,0.5,-0.7,-0.7,0.3,0.6,-0.5,-0.5,-0.3,0.07,7,0,0,1,14.3,15.7,0,Match Report
230,Köln,2023-02-25,1.2,,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,57,0,0,0,0,1.2,1.2,+0.2,+1.0,1,1.1,-1.2,-1.2,-1,0.1,13,0,0,5,38.5,14.9,0,Match Report
231,Schalke 04,2023-02-25,1.5,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,35,2,0,0,0,1.5,1.5,+0.3,+0.3,1.3,1.4,+0.5,+0.5,+0.7,0.13,12,0.17,0.33,6,50,13.9,2,Match Report
232,Eint Frankfurt,2023-02-25,0.8,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,47,1,0,0,0,0.8,0.8,-0.9,-0.9,0.7,0.7,+0.2,+0.2,+0.3,0.12,7,0.14,0.25,4,57.1,14.3,1,Match Report
233,Gladbach,2023-02-24,1.2,@,Mainz 05,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,1.2,1.2,-0.6,-0.6,1.1,0.6,-1.2,-1.2,-1.1,0.13,9,0,0,2,22.2,21.1,1,Match Report
234,Mainz 05,2023-02-24,1.8,,Gladbach,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,1.8,1.8,+0.6,+0.6,1.1,1.3,+2.2,+2.2,+1.9,0.13,14,0.29,0.5,8,57.1,16.1,0,Match Report
235,Hertha BSC,2023-02-19,1.1,@,Dortmund,de Bundesliga,L 1-4,1,4,-3,42,1,0,0,0,1.1,1.1,-1.5,-1.5,0.8,0.6,-0.1,-0.1,+0.2,0.07,16,0.06,0.11,9,56.3,20.1,0,Match Report
236,Union Berlin,2023-02-19,0.9,,Schalke 04,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,0.9,0.9,+0.5,+0.5,0.8,1,-0.9,-0.9,-0.8,0.1,9,0,0,4,44.4,18.3,0,Match Report
237,Mainz 05,2023-02-19,1.6,@,Leverkusen,de Bundesliga,W 3-2,3,2,+1,34,2,1,1,0,1.6,0.8,-0.6,-0.7,0.7,1.8,+1.4,+1.2,+0.3,0.08,11,0.18,0.33,6,54.5,14.4,0,Match Report
238,Dortmund,2023-02-19,2.5,,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,58,4,0,0,0,2.5,2.5,+1.5,+1.5,2.4,1.3,+1.5,+1.5,+0.6,0.22,12,0.33,0.8,5,41.7,16,1,Match Report
239,Schalke 04,2023-02-19,0.4,@,Union Berlin,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,0.4,0.4,-0.5,-0.5,0.3,0.8,-0.4,-0.4,-0.3,0.05,8,0,0,1,12.5,16.4,0,Match Report
240,Leverkusen,2023-02-19,2.2,,Mainz 05,de Bundesliga,L 2-3,2,3,-1,66,2,0,1,1,2.2,1.5,+0.6,+0.7,1.1,1.7,-0.2,+0.5,+0.9,0.08,20,0.1,0.33,6,30,16.6,1,Match Report
241,Bayern Munich,2023-02-18,1.1,@,Gladbach,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,1.1,1.1,-1.3,-1.3,1,1.2,+0.9,+0.9,+1.0,0.08,13,0.15,0.4,5,38.5,18.4,0,Match Report
242,Gladbach,2023-02-18,2.4,,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,2.4,2.4,+1.3,+1.3,2.2,2.1,+0.6,+0.6,+0.8,0.14,17,0.18,0.43,7,41.2,16.8,1,Match Report
243,Wolfsburg,2023-02-18,0.2,,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,0.2,0.2,-2.8,-2.8,0.2,0.3,-0.2,-0.2,-0.2,0.03,7,0,0,2,28.6,21.9,1,Match Report
244,Stuttgart,2023-02-18,1.5,,Köln,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,1.5,1.5,+1.1,+1.1,1.4,1.6,+1.5,+1.5,+0.6,0.09,17,0.18,0.43,7,41.2,13.9,1,Match Report
245,Werder Bremen,2023-02-18,0.3,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,0.3,0.3,-1.8,-1.8,0.3,0.5,-0.3,-0.3,-0.3,0.09,3,0,,0,0,15.7,0,Match Report
246,Freiburg,2023-02-18,2.6,@,Bochum,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2.6,2.6,+1.2,+1.2,2.2,1.8,-0.6,-0.6,-0.2,0.14,19,0.11,0.4,5,26.3,15.2,0,Match Report
247,RB Leipzig,2023-02-18,3,@,Wolfsburg,de Bundesliga,W 3-0,3,0,+3,57,3,0,0,0,3,3,+2.8,+2.8,2.3,2.9,0,0,-0.3,0.19,16,0.19,0.75,4,25,15.6,1,Match Report
248,Bochum,2023-02-18,1.4,,Freiburg,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,1.4,1.4,-1.2,-1.2,1,1.5,-1.4,-1.4,-1,0.09,16,0,0,5,31.3,15.9,1,Match Report
249,Köln,2023-02-18,0.5,@,Stuttgart,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,0.5,0.5,-1.1,-1.1,0.3,0.5,-0.5,-0.5,-0.3,0.04,12,0,0,4,33.3,19.3,1,Match Report
250,Eint Frankfurt,2023-02-18,2.1,,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,45,1,0,0,0,2.1,2.1,+1.8,+1.8,2.1,2.2,-1.1,-1.1,-1.1,0.2,11,0.09,0.17,6,54.5,16.8,0,Match Report
251,Hoffenheim,2023-02-17,0.6,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0.6,0.6,-1,-1,0.5,0.9,-0.6,-0.6,-0.5,0.08,8,0,0,2,25,20.1,1,Match Report
252,Augsburg,2023-02-17,1.6,,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1.6,1.6,+1.0,+1.0,1.6,0.6,-0.6,-0.6,-0.6,0.13,13,0.08,0.5,2,15.4,17.7,0,Match Report
253,Hertha BSC,2023-02-12,3,,Gladbach,de Bundesliga,W 4-1,4,1,+3,31,3,1,1,0,3,2.2,+2.5,+1.7,1.5,1,+1.0,+0.8,+1.5,0.13,17,0.18,0.75,4,23.5,15.3,0,Match Report
254,Gladbach,2023-02-12,0.5,@,Hertha BSC,de Bundesliga,L 1-4,1,4,-3,69,1,0,0,0,0.5,0.5,-2.5,-1.7,0.5,0.6,+0.5,+0.5,+0.5,0.06,8,0.13,0.33,3,37.5,14.9,0,Match Report
255,Köln,2023-02-12,1.2,,Eint Frankfurt,de Bundesliga,W 3-0,3,0,+3,43,3,0,0,0,1.2,1.2,+0.8,+0.8,1.1,1.2,+1.8,+1.8,+0.9,0.15,8,0.38,0.75,4,50,13,0,Match Report
256,Eint Frankfurt,2023-02-12,0.3,@,Köln,de Bundesliga,L 0-3,0,3,-3,57,0,0,0,0,0.3,0.3,-0.8,-0.8,0.2,0.6,-0.3,-0.3,-0.2,0.06,6,0,0,1,16.7,14.8,0,Match Report
257,Hoffenheim,2023-02-11,0.7,,Leverkusen,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,0.7,0.7,-0.7,-0.7,0.5,0.6,+0.3,+0.3,-0.5,0.07,11,0.09,0.17,6,54.5,21,1,Match Report
258,Bayern Munich,2023-02-11,3.7,,Bochum,de Bundesliga,W 3-0,3,0,+3,64,2,1,1,0,3.7,2.9,+3.4,+2.6,1.9,2.3,-0.7,-0.9,-0.9,0.14,22,0.09,0.18,11,50,16.7,0,Match Report
259,Augsburg,2023-02-11,1.5,@,Mainz 05,de Bundesliga,L 1-3,1,3,-2,50,0,1,1,0,1.5,0.7,-0.9,-1.7,0.7,1.5,-0.5,-0.7,-0.7,0.06,12,0,0,2,16.7,14.2,0,Match Report
260,Stuttgart,2023-02-11,1.1,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,47,1,0,0,0,1.1,1.1,-0.9,+0.6,0.7,0.6,-0.1,-0.1,+0.3,0.07,15,0.07,0.33,3,20,18,1,Match Report
261,Werder Bremen,2023-02-11,0.6,,Dortmund,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,0.6,0.6,-1.9,-1.9,0.4,0.6,-0.6,-0.6,-0.4,0.06,9,0,0,4,44.4,18.2,1,Match Report
262,Union Berlin,2023-02-11,1.7,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,37,1,1,1,0,1.7,0.9,+1.2,+0.4,0.8,0.3,+0.3,+0.1,-0.8,0.19,5,0.2,0.5,2,40,30.9,0,Match Report
263,Mainz 05,2023-02-11,2.4,,Augsburg,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,2.4,2.4,+0.9,+1.7,2,1.5,+0.6,+0.6,+1.0,0.16,15,0.2,0.5,6,40,14.6,0,Match Report
264,Freiburg,2023-02-11,2,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,53,0,2,2,0,2,0.5,+0.9,-0.6,0.5,1,0,-0.5,-0.5,0.07,7,0,0,3,42.9,20.1,0,Match Report
265,RB Leipzig,2023-02-11,0.6,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,63,1,0,0,0,0.6,0.6,-1.2,-0.4,0.4,1.3,+0.4,+0.4,+0.6,0.06,10,0.1,0.5,2,20,21.8,0,Match Report
266,Dortmund,2023-02-11,2.5,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,56,2,0,0,0,2.5,2.5,+1.9,+1.9,2.4,1.8,-0.5,-0.5,-0.4,0.14,18,0.11,0.22,9,50,15.9,0,Match Report
267,Bochum,2023-02-11,0.3,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,36,0,0,0,0,0.3,0.3,-3.4,-2.6,0.2,0.3,-0.3,-0.3,-0.2,0.04,7,0,0,1,14.3,23.6,0,Match Report
268,Leverkusen,2023-02-11,1.4,@,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,1.4,1.4,+0.7,+0.7,1.3,1.5,+1.6,+1.6,+1.7,0.12,12,0.25,0.75,4,33.3,16.4,0,Match Report
269,Wolfsburg,2023-02-10,1.3,@,Schalke 04,de Bundesliga,D 0-0,0,0,0,47,0,0,1,1,1.3,0.5,0,-0.9,0.4,0.5,-1.3,-0.5,-0.4,0.07,7,0,0,2,28.6,15.5,0,Match Report
270,Schalke 04,2023-02-10,1.3,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,1.3,1.3,0,+0.9,0.8,1.2,-1.3,-1.3,-0.8,0.07,20,0,0,5,25,18.3,1,Match Report
271,Bayern Munich,2023-02-05,0.5,@,Wolfsburg,de Bundesliga,W 4-2,4,2,+2,48,4,0,0,0,0.5,0.5,-1.7,-1.7,0.4,0.6,+3.5,+3.5,+3.6,0.06,9,0.44,1,4,44.4,19.6,0,Match Report
272,Wolfsburg,2023-02-05,2.2,,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,52,2,0,0,0,2.2,2.2,+1.7,+1.7,1.9,2.2,-0.2,-0.2,-0.9,0.1,22,0.09,0.4,5,22.7,16.4,1,Match Report
273,Stuttgart,2023-02-05,1.3,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,58,0,0,0,0,1.3,1.3,+0.8,+0.8,1.2,0.8,-1.3,-1.3,-1.2,0.08,17,0,0,5,29.4,18.8,1,Match Report
274,Werder Bremen,2023-02-05,0.5,@,Stuttgart,de Bundesliga,W 2-0,2,0,+2,42,2,0,0,0,0.5,0.5,-0.8,-0.8,0.3,0.4,+1.5,+1.5,+0.7,0.06,9,0.22,0.67,3,33.3,21.7,2,Match Report
275,Hoffenheim,2023-02-04,0.9,@,Bochum,de Bundesliga,L 2-5,2,5,-3,54,2,0,0,0,0.9,0.9,-1.7,-1.7,0.6,0.9,+1.1,+1.1,+1.4,0.1,9,0.22,0.5,4,44.4,15,0,Match Report
276,Hertha BSC,2023-02-04,0.9,@,Eint Frankfurt,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,0.9,0.9,-1.3,-0.5,0.7,1,-0.9,-0.9,-0.7,0.06,15,0,0,2,13.3,18.2,1,Match Report
277,Gladbach,2023-02-04,1.1,,Schalke 04,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,1.1,1.1,+0.1,+0.1,0.8,0.7,-1.1,-1.1,-0.8,0.06,18,0,0,4,22.2,17.7,0,Match Report
278,Union Berlin,2023-02-04,1.1,,Mainz 05,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,1.1,1.1,-0.2,+0.6,0.9,1.1,+0.9,+0.9,+1.1,0.1,11,0.18,0.5,4,36.4,16.3,0,Match Report
279,Mainz 05,2023-02-04,1.3,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,0,1,1,0,1.3,0.5,+0.2,-0.6,0.3,0.8,-0.3,-0.5,-0.3,0.05,11,0,0,4,36.4,20.7,0,Match Report
280,Freiburg,2023-02-04,0.4,@,Dortmund,de Bundesliga,L 1-5,1,5,-4,24,1,0,0,0,0.4,0.4,-1.4,-1.4,0.2,0.2,+0.6,+0.6,-0.2,0.07,6,0.17,0.33,3,50,21.5,0,Match Report
281,RB Leipzig,2023-02-04,1.3,@,Köln,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,1.3,1.3,+0.5,+0.5,1.3,0.7,-1.3,-1.3,-1.3,0.18,7,0,0,2,28.6,17.8,0,Match Report
282,Dortmund,2023-02-04,1.9,,Freiburg,de Bundesliga,W 5-1,5,1,+4,76,5,0,0,0,1.9,1.9,+1.4,+1.4,1.4,1.8,+3.1,+3.1,+2.6,0.07,26,0.19,0.5,10,38.5,19.1,1,Match Report
283,Bochum,2023-02-04,2.7,,Hoffenheim,de Bundesliga,W 5-2,5,2,+3,46,5,0,0,0,2.7,2.7,+1.7,+1.7,2.3,1.5,+2.3,+2.3,+2.7,0.17,16,0.31,0.5,10,62.5,16,0,Match Report
284,Köln,2023-02-04,0.8,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,0.8,0.8,-0.5,-0.5,0.7,0.7,-0.8,-0.8,-0.7,0.09,9,0,,0,0,21,0,Match Report
285,Schalke 04,2023-02-04,1,@,Gladbach,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,1,1,-0.1,-0.1,0.7,0.7,-1,-1,-0.7,0.05,19,0,0,5,26.3,20.8,1,Match Report
286,Eint Frankfurt,2023-02-04,2.2,,Hertha BSC,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,2.2,1.4,+1.3,+0.5,1.4,1.1,+0.8,+0.6,-0.4,0.16,9,0.22,0.67,3,33.3,17.9,0,Match Report
287,Augsburg,2023-02-03,0.9,,Leverkusen,de Bundesliga,W 1-0,1,0,+1,41,1,0,0,0,0.9,0.9,+0.3,+0.3,0.7,0.4,+0.1,+0.1,+0.3,0.09,10,0.1,0.2,5,50,19,0,Match Report
288,Leverkusen,2023-02-03,0.6,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,59,0,0,0,0,0.6,0.6,-0.3,-0.3,0.4,0.8,-0.6,-0.6,-0.4,0.05,13,0,0,4,30.8,22.7,0,Match Report
289,Dortmund,2023-01-29,0.9,@,Leverkusen,de Bundesliga,W 2-0,2,0,+2,44,1,0,0,0,0.9,0.9,-0.7,-0.7,0.9,0.6,+0.1,+0.1,+0.1,0.15,6,0.17,0.5,2,33.3,20.4,0,Match Report
290,Köln,2023-01-29,0.3,@,Schalke 04,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,0.3,0.3,-0.9,-0.9,0.1,0.5,-0.3,-0.3,-0.1,0.05,6,0,,0,0,15.7,0,Match Report
291,Schalke 04,2023-01-29,1.2,,Köln,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,1.2,1.2,+0.9,+0.9,1,1.3,-1.2,-1.2,-1,0.07,17,0,0,2,11.8,18.4,0,Match Report
292,Leverkusen,2023-01-29,1.7,,Dortmund,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,1.7,1.7,+0.7,+0.7,1.4,1,-1.7,-1.7,-1.4,0.08,21,0,0,6,28.6,16.7,0,Match Report
293,Hoffenheim,2023-01-28,1.8,,Gladbach,de Bundesliga,L 1-4,1,4,-3,51,1,0,0,0,1.8,1.8,+0.2,+0.2,1.5,1.5,-0.8,-0.8,-0.5,0.12,15,0.07,0.25,4,26.7,16.2,0,Match Report
294,Bayern Munich,2023-01-28,1.6,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,1.6,1.6,+1.0,+1.0,1.1,2.4,-0.6,-0.6,-0.1,0.12,14,0.07,0.2,5,35.7,17.9,0,Match Report
295,Augsburg,2023-01-28,1.7,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,54,0,1,1,0,1.7,0.9,0,-0.8,0.7,1.1,-0.7,-0.9,-0.7,0.07,14,0,0,3,21.4,17.7,0,Match Report
296,Hertha BSC,2023-01-28,0.5,,Union Berlin,de Bundesliga,L 0-2,0,2,-2,52,0,0,0,0,0.5,0.5,-0.5,-0.5,0.3,1.1,-0.5,-0.5,-0.3,0.05,10,0,0,3,30,19.4,0,Match Report
297,Gladbach,2023-01-28,1.7,@,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,49,4,0,0,0,1.7,1.7,-0.2,-0.2,1.5,1.6,+2.3,+2.3,+1.5,0.19,9,0.44,0.8,5,55.6,15.9,0,Match Report
298,Wolfsburg,2023-01-28,0.7,@,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,0.7,0.7,-1.5,-0.8,0.6,1.2,+0.3,+0.3,-0.6,0.08,9,0.11,0.33,3,33.3,17.9,1,Match Report
299,Werder Bremen,2023-01-28,2.2,,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,43,1,1,1,0,2.2,1.5,+1.5,+0.8,1.5,1.8,-0.2,-0.5,-0.5,0.11,13,0.08,0.25,4,30.8,15.7,0,Match Report
300,Union Berlin,2023-01-28,1,@,Hertha BSC,de Bundesliga,W 2-0,2,0,+2,48,2,0,0,0,1,1,+0.5,+0.5,1,0.5,+1.0,+1.0,+1.0,0.15,7,0.29,0.67,3,42.9,15.1,0,Match Report
301,Mainz 05,2023-01-28,2.1,,Bochum,de Bundesliga,W 5-2,5,2,+3,42,5,0,0,0,2.1,2.1,+0.6,+0.6,1.7,0.8,+2.9,+2.9,+1.3,0.15,14,0.36,0.71,7,50,17.3,0,Match Report
302,Freiburg,2023-01-28,1.7,,Augsburg,de Bundesliga,W 3-1,3,1,+2,46,3,0,0,0,1.7,1.7,0,+0.8,1.5,1.7,+1.3,+1.3,+1.5,0.13,14,0.21,0.33,9,64.3,15.7,0,Match Report
303,Bochum,2023-01-28,1.5,@,Mainz 05,de Bundesliga,L 2-5,2,5,-3,58,2,0,0,0,1.5,1.5,-0.6,-0.6,0.5,0.6,+0.5,+0.5,+0.5,0.1,15,0.13,0.5,4,26.7,21.1,1,Match Report
304,Eint Frankfurt,2023-01-28,0.6,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,0.6,0.6,-1,-1,0.6,0.5,+0.4,+0.4,+0.4,0.08,8,0.13,1,1,12.5,14.7,0,Match Report
305,Stuttgart,2023-01-27,1.7,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,1.7,0.9,+0.7,-0.1,0.8,1.2,-0.7,-0.9,-0.8,0.08,11,0,0,3,27.3,23,0,Match Report
306,RB Leipzig,2023-01-27,1,,Stuttgart,de Bundesliga,W 2-1,2,1,+1,54,2,0,0,0,1,1,-0.7,+0.1,0.9,1.2,+1.0,+1.0,+0.1,0.1,10,0.2,0.5,4,40,15.2,1,Match Report
307,Augsburg,2023-01-25,0.9,,Gladbach,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,0.9,0.9,+0.7,+0.7,0.7,1,+0.1,+0.1,+0.3,0.07,14,0.07,0.25,4,28.6,20.1,2,Match Report
308,Gladbach,2023-01-25,0.3,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,0.3,0.3,-0.7,-0.7,0.2,0.5,-0.3,-0.3,-0.2,0.04,7,0,0,2,28.6,18.4,0,Match Report
309,Werder Bremen,2023-01-25,0.6,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,0.6,0.6,-0.5,-0.5,0.4,1.1,+0.4,+0.4,+0.6,0.07,9,0.11,0.25,4,44.4,19.5,1,Match Report
310,Union Berlin,2023-01-25,1.1,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,42,2,0,0,0,1.1,1.1,+0.5,+0.5,0.6,1.3,+0.9,+0.9,+0.4,0.13,9,0.22,0.4,5,55.6,15.2,0,Match Report
311,Mainz 05,2023-01-25,1.2,,Dortmund,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,1.2,1.2,-0.4,-0.4,0.8,0.6,-0.2,-0.2,+0.2,0.1,12,0.08,0.25,4,33.3,14.8,0,Match Report
312,Freiburg,2023-01-25,1.9,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,1.9,1.9,+1.8,+1.8,1.1,1.4,-0.9,-0.9,-0.1,0.15,13,0.08,0.2,5,38.5,15.8,0,Match Report
313,Dortmund,2023-01-25,1.5,@,Mainz 05,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,1.5,1.5,+0.4,+0.4,1.5,1.2,+0.5,+0.5,+0.5,0.14,11,0.18,0.33,6,54.5,18.2,0,Match Report
314,Bochum,2023-01-25,0.7,@,Leverkusen,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,0.7,0.7,-1,-0.2,0.6,1.3,-0.7,-0.7,-0.6,0.07,11,0,0,1,9.1,14.6,0,Match Report
315,Leverkusen,2023-01-25,1.7,,Bochum,de Bundesliga,W 2-0,2,0,+2,56,1,1,1,0,1.7,0.9,+1.0,+0.2,0.9,0.8,+0.3,+0.1,+0.1,0.09,10,0.1,0.33,3,30,19.7,1,Match Report
316,Eint Frankfurt,2023-01-25,0.2,@,Freiburg,de Bundesliga,D 1-1,1,1,0,56,1,0,0,0,0.2,0.2,-1.8,-1.8,0.1,0.4,+0.8,+0.8,-0.1,0.04,4,0.25,0.5,2,50,17.9,0,Match Report
317,Hoffenheim,2023-01-24,2,,Stuttgart,de Bundesliga,D 2-2,2,2,0,49,2,0,0,0,2,2,+1.2,+1.2,1.2,2.5,0,0,-0.2,0.13,15,0.13,0.33,6,40,13.6,0,Match Report
318,Bayern Munich,2023-01-24,1.4,,Köln,de Bundesliga,D 1-1,1,1,0,77,1,0,0,0,1.4,1.4,+0.6,+0.6,1.1,1.5,-0.4,-0.4,-0.1,0.06,25,0.04,0.14,7,28,17.3,0,Match Report
319,Hertha BSC,2023-01-24,0.4,,Wolfsburg,de Bundesliga,L 0-5,0,5,-5,42,0,0,0,0,0.4,0.4,-2.7,-2,0.1,0.2,-0.4,-0.4,-0.1,0.04,8,0,0,2,25,21,1,Match Report
320,Wolfsburg,2023-01-24,3.1,@,Hertha BSC,de Bundesliga,W 5-0,5,0,+5,58,4,1,1,0,3.1,2.4,+2.7,+2.0,1.8,1.6,+1.9,+1.6,+2.2,0.16,16,0.25,0.67,6,37.5,15.4,1,Match Report
321,Stuttgart,2023-01-24,0.8,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,51,2,0,0,0,0.8,0.8,-1.2,-1.2,0.7,0.6,+1.2,+1.2,+1.3,0.1,8,0.25,0.5,4,50,21.3,0,Match Report
322,RB Leipzig,2023-01-24,2.7,@,Schalke 04,de Bundesliga,W 6-1,6,1,+5,57,6,0,0,0,2.7,2.7,+2.0,+2.0,1.8,2.1,+3.3,+3.3,+1.2,0.13,21,0.29,0.43,14,66.7,15.7,0,Match Report
323,Köln,2023-01-24,0.8,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,23,1,0,0,0,0.8,0.8,-0.6,-0.6,0.7,0.1,+0.2,+0.2,+0.3,0.27,3,0.33,1,1,33.3,7.5,0,Match Report
324,Schalke 04,2023-01-24,0.7,,RB Leipzig,de Bundesliga,L 1-6,1,6,-5,43,1,0,0,0,0.7,0.7,-2,-2,0.6,0.2,+0.3,+0.3,+0.4,0.08,9,0.11,1,1,11.1,24,1,Match Report
