Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
324,Leverkusen,2021-01-19,1.9,,Dortmund,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,1.9,1.9,+0.3,+0.3,1.1,0.8,+0.1,+0.1,+0.9,0.08,23,0.09,0.15,13,56.5,21.3,3,Match Report
325,Bayern Munich,2021-01-17,2.7,,Freiburg,de Bundesliga,W 2-1,2,1,+1,59,2,0,0,0,2.7,2.7,+1.9,+1.9,2.2,2.4,-0.7,-0.7,-0.2,0.11,25,0.08,0.22,9,36,19.5,0,Match Report
326,Freiburg,2021-01-17,0.8,@,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,41,1,0,0,0,0.8,0.8,-1.9,-1.9,0.4,0.8,+0.2,+0.2,+0.6,0.09,8,0.13,0.5,2,25,13.5,0,Match Report
327,Schalke 04,2021-01-17,0.2,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,33,1,0,0,0,0.2,0.2,-1.9,-1.9,0.1,0.3,+0.8,+0.8,+0.9,0.04,4,0.25,1,1,25,21.5,0,Match Report
328,Eint Frankfurt,2021-01-17,2.1,,Schalke 04,de Bundesliga,W 3-1,3,1,+2,67,3,0,0,0,2.1,2.1,+1.9,+1.9,1.1,1.4,+0.9,+0.9,+0.9,0.12,17,0.18,0.27,11,64.7,14.8,0,Match Report
329,Hoffenheim,2021-01-16,0.6,,Arminia,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.6,0.6,-0.1,-0.1,0.6,0.8,-0.6,-0.6,-0.6,0.05,12,0,0,5,41.7,19.2,1,Match Report
330,Augsburg,2021-01-16,0.8,@,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,51,0,0,0,0,0.8,0.8,-0.5,-0.5,0.8,0.6,-0.8,-0.8,-0.8,0.13,6,0,,0,0,12.7,0,Match Report
331,Arminia,2021-01-16,0.7,@,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0.7,0.7,+0.1,+0.1,0.6,0.8,-0.7,-0.7,-0.6,0.08,9,0,0,2,22.2,18.7,1,Match Report
332,Hertha BSC,2021-01-16,0.5,@,Köln,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0.5,0.5,+0.1,+0.1,0.5,0.5,-0.5,-0.5,-0.5,0.04,13,0,0,3,23.1,23.1,0,Match Report
333,Gladbach,2021-01-16,1.4,@,Stuttgart,de Bundesliga,D 2-2,2,2,0,40,1,1,1,0,1.4,0.6,-0.6,-0.6,0.5,0.3,+0.6,+0.4,+0.5,0.09,7,0.14,0.25,4,57.1,19.8,0,Match Report
334,Wolfsburg,2021-01-16,0.8,,RB Leipzig,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,0.8,0.8,-1.6,-1.6,0.8,1.2,+1.2,+1.2,+1.2,0.09,9,0.22,1,2,22.2,14.5,0,Match Report
335,Stuttgart,2021-01-16,2,,Gladbach,de Bundesliga,D 2-2,2,2,0,60,1,1,1,0,2,1.2,+0.6,+0.6,1.1,1.8,0,-0.2,-0.1,0.07,18,0.06,0.2,5,27.8,16.8,0,Match Report
336,Werder Bremen,2021-01-16,1.3,,Augsburg,de Bundesliga,W 2-0,2,0,+2,49,2,0,0,0,1.3,1.3,+0.5,+0.5,0.8,0.6,+0.7,+0.7,+0.2,0.12,11,0.18,0.4,5,45.5,16.1,0,Match Report
337,Mainz 05,2021-01-16,0.6,@,Dortmund,de Bundesliga,D 1-1,1,1,0,28,1,0,0,0,0.6,0.6,-1.7,-0.9,0.4,0.3,+0.4,+0.4,+0.6,0.06,9,0.11,0.33,3,33.3,16.6,0,Match Report
338,RB Leipzig,2021-01-16,2.4,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,2.4,2.4,+1.6,+1.6,1.5,1.6,-0.4,-0.4,-0.5,0.2,13,0.15,0.25,8,61.5,12.8,1,Match Report
339,Dortmund,2021-01-16,2.3,,Mainz 05,de Bundesliga,D 1-1,1,1,0,72,1,0,1,1,2.3,1.5,+1.7,+0.9,1.1,1.6,-1.3,-0.5,-1.1,0.09,16,0.06,0.14,7,43.8,18.7,1,Match Report
340,Köln,2021-01-16,0.4,,Hertha BSC,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0.4,0.4,-0.1,-0.1,0.3,0.8,-0.4,-0.4,-0.3,0.05,8,0,0,1,12.5,17.8,0,Match Report
341,Union Berlin,2021-01-15,1.4,,Leverkusen,de Bundesliga,W 1-0,1,0,+1,33,1,0,0,0,1.4,1.4,+0.5,+0.5,1.3,0.5,-0.4,-0.4,-0.3,0.13,11,0.09,0.33,3,27.3,20.6,0,Match Report
342,Leverkusen,2021-01-15,0.9,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,67,0,0,0,0,0.9,0.9,-0.5,-0.5,0.9,1.2,-0.9,-0.9,-0.9,0.07,13,0,0,3,23.1,19.3,0,Match Report
343,Augsburg,2021-01-10,1,,Stuttgart,de Bundesliga,L 1-4,1,4,-3,43,1,0,0,0,1,1,-2.5,-1.7,0.9,0.6,0,0,+0.1,0.08,12,0.08,0.33,3,25,20.2,2,Match Report
344,Arminia,2021-01-10,0.7,,Hertha BSC,de Bundesliga,W 1-0,1,0,+1,49,1,0,0,0,0.7,0.7,+0.1,+0.1,0.3,0.5,+0.3,+0.3,-0.3,0.06,12,0.08,0.5,2,16.7,18.8,1,Match Report
345,Hertha BSC,2021-01-10,0.6,@,Arminia,de Bundesliga,L 0-1,0,1,-1,51,0,0,0,0,0.6,0.6,-0.1,-0.1,0.4,0.6,-0.6,-0.6,-0.4,0.06,11,0,0,4,36.4,17.7,0,Match Report
346,Stuttgart,2021-01-10,3.5,@,Augsburg,de Bundesliga,W 4-1,4,1,+3,57,3,1,1,0,3.5,2.7,+2.5,+1.7,2.6,2.1,+0.5,+0.3,+0.4,0.11,25,0.12,0.33,9,36,17.3,0,Match Report
347,Hoffenheim,2021-01-09,1.9,@,Schalke 04,de Bundesliga,L 0-4,0,4,-4,60,0,0,0,0,1.9,1.9,-0.1,-0.1,1.2,1.5,-1.9,-1.9,-1.2,0.1,19,0,0,4,21.1,20.1,1,Match Report
348,Wolfsburg,2021-01-09,1.9,@,Union Berlin,de Bundesliga,D 2-2,2,2,0,52,1,1,1,0,1.9,1.2,+1.0,+0.2,1.1,0.6,+0.1,-0.2,-0.1,0.13,9,0.11,0.25,4,44.4,19,0,Match Report
349,Werder Bremen,2021-01-09,0.3,@,Leverkusen,de Bundesliga,D 1-1,1,1,0,27,1,0,0,0,0.3,0.3,-0.4,-0.4,0.3,0.5,+0.7,+0.7,+0.7,0.14,2,0.5,1,1,50,16.9,0,Match Report
350,Union Berlin,2021-01-09,1,,Wolfsburg,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,1,1,-1,-0.2,0.7,1.6,+1.0,+1.0,+0.3,0.07,13,0.15,0.33,6,46.2,17.3,1,Match Report
351,Mainz 05,2021-01-09,0.8,,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,41,0,0,0,0,0.8,0.8,-1.5,+0.1,0.8,0.7,-0.8,-0.8,-0.8,0.09,9,0,0,1,11.1,20.1,0,Match Report
352,Freiburg,2021-01-09,2.5,,Köln,de Bundesliga,W 5-0,5,0,+5,49,5,0,0,0,2.5,2.5,+2.3,+2.3,1.9,0.7,+2.5,+2.5,+1.1,0.19,13,0.38,0.83,6,46.2,14.7,0,Match Report
353,RB Leipzig,2021-01-09,1.7,,Dortmund,de Bundesliga,L 1-3,1,3,-2,54,1,0,0,0,1.7,1.7,-0.6,-0.6,0.9,0.9,-0.7,-0.7,-0.9,0.17,12,0.08,0.25,4,33.3,19.7,1,Match Report
354,Dortmund,2021-01-09,2.2,@,RB Leipzig,de Bundesliga,W 3-1,3,1,+2,46,3,0,0,0,2.2,2.2,+0.6,+0.6,2.2,1.9,+0.8,+0.8,+0.8,0.15,15,0.2,0.5,6,40,14.7,0,Match Report
355,Köln,2021-01-09,0.2,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,51,0,0,0,0,0.2,0.2,-2.3,-2.3,0.1,0.2,-0.2,-0.2,-0.1,0.03,5,0,0,2,40,24.7,0,Match Report
356,Schalke 04,2021-01-09,2,,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,40,4,0,0,0,2,2,+0.1,+0.1,2,1.1,+2.0,+2.0,+2.0,0.17,12,0.33,0.8,5,41.7,14.2,0,Match Report
357,Leverkusen,2021-01-09,0.7,,Werder Bremen,de Bundesliga,D 1-1,1,1,0,73,1,0,0,0,0.7,0.7,+0.4,+0.4,0.5,1.1,+0.3,+0.3,+0.5,0.06,12,0.08,0.33,3,25,19.5,1,Match Report
358,Eint Frankfurt,2021-01-09,2.3,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,59,0,2,2,0,2.3,0.7,+1.5,-0.1,0.7,1.2,-0.3,-0.7,-0.7,0.07,11,0,0,5,45.5,18.2,0,Match Report
359,Bayern Munich,2021-01-08,1.5,@,Gladbach,de Bundesliga,L 2-3,2,3,-1,67,1,1,1,0,1.5,0.7,+0.3,-0.5,0.5,1.6,+0.5,+0.3,+0.5,0.05,15,0.07,0.5,2,13.3,20.7,0,Match Report
360,Gladbach,2021-01-08,1.2,,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,33,3,0,0,0,1.2,1.2,-0.3,+0.5,1.1,0.8,+1.8,+1.8,+1.9,0.15,8,0.38,0.75,4,50,17.4,0,Match Report
361,Bayern Munich,2021-01-03,4.3,,Mainz 05,de Bundesliga,W 5-2,5,2,+3,72,4,1,1,0,4.3,3.5,+3.0,+2.2,3.4,3.4,+0.7,+0.5,-0.4,0.22,16,0.25,0.4,10,62.5,14.3,0,Match Report
362,Wolfsburg,2021-01-03,2.1,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,41,0,0,0,0,2.1,2.1,+0.2,+0.2,1.5,1.4,-2.1,-2.1,-1.5,0.1,21,0,0,5,23.8,20,1,Match Report
363,Mainz 05,2021-01-03,1.3,@,Bayern Munich,de Bundesliga,L 2-5,2,5,-3,28,2,0,0,0,1.3,1.3,-3,-2.2,1.2,1.7,+0.7,+0.7,+0.8,0.11,12,0.17,0.29,7,58.3,20.1,1,Match Report
364,Dortmund,2021-01-03,1.8,,Wolfsburg,de Bundesliga,W 2-0,2,0,+2,59,2,0,0,0,1.8,1.8,-0.2,-0.2,1.6,1.2,+0.2,+0.2,+0.4,0.13,14,0.14,0.29,7,50,15.9,1,Match Report
365,Hoffenheim,2021-01-02,1.2,,Freiburg,de Bundesliga,L 1-3,1,3,-2,69,1,0,0,0,1.2,1.2,-0.7,0,1.1,1.8,-0.2,-0.2,-0.1,0.08,15,0.07,0.17,6,40,17.2,2,Match Report
366,Augsburg,2021-01-02,1.4,@,Köln,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,1.4,1.4,+0.8,+0.8,1.3,1,-0.4,-0.4,-0.3,0.13,11,0.09,0.25,4,36.4,18.2,1,Match Report
367,Arminia,2021-01-02,0.9,,Gladbach,de Bundesliga,L 0-1,0,1,-1,42,0,0,0,0,0.9,0.9,-1.6,-1.6,0.9,0.8,-0.9,-0.9,-0.9,0.13,7,0,,0,0,19.6,0,Match Report
368,Hertha BSC,2021-01-02,2.1,,Schalke 04,de Bundesliga,W 3-0,3,0,+3,62,3,0,0,0,2.1,2.1,+1.3,+1.3,1.7,1.3,+0.9,+0.9,+0.3,0.1,21,0.14,0.33,9,42.9,19.1,1,Match Report
369,Gladbach,2021-01-02,2.5,@,Arminia,de Bundesliga,W 1-0,1,0,+1,58,1,0,0,0,2.5,2.5,+1.6,+1.6,2,2.3,-1.5,-1.5,-1,0.11,24,0.04,0.17,6,25,17.9,1,Match Report
370,Stuttgart,2021-01-02,0.9,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0.9,0.9,-1.8,-1.1,0.6,0.7,-0.9,-0.9,-0.6,0.1,10,0,0,1,10,15.6,0,Match Report
371,Werder Bremen,2021-01-02,0.8,,Union Berlin,de Bundesliga,L 0-2,0,2,-2,57,0,0,0,0,0.8,0.8,-0.3,-0.3,0.4,0.4,-0.8,-0.8,-0.4,0.07,11,0,0,2,18.2,19.1,0,Match Report
372,Union Berlin,2021-01-02,1,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,43,2,0,0,0,1,1,+0.3,+0.3,1,0.6,+1.0,+1.0,+1.0,0.12,9,0.22,1,2,22.2,19.6,0,Match Report
373,Freiburg,2021-01-02,2,@,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,31,1,1,1,0,2,1.2,+0.7,0,0.7,0.4,0,-0.2,+0.3,0.14,9,0.11,0.25,4,44.4,16.8,0,Match Report
374,RB Leipzig,2021-01-02,2.8,@,Stuttgart,de Bundesliga,W 1-0,1,0,+1,55,1,0,1,1,2.8,2,+1.8,+1.1,1.2,1.6,-1.8,-1,-1.2,0.09,21,0.05,0.14,7,33.3,17.6,0,Match Report
375,Köln,2021-01-02,0.6,,Augsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0.6,0.6,-0.8,-0.8,0.4,0.4,-0.6,-0.6,-0.4,0.05,12,0,0,2,16.7,16.4,0,Match Report
376,Schalke 04,2021-01-02,0.8,@,Hertha BSC,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,0.8,0.8,-1.3,-1.3,0.7,0.7,-0.8,-0.8,-0.7,0.07,11,0,0,4,36.4,20.7,0,Match Report
377,Leverkusen,2021-01-02,0.8,@,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,65,1,0,0,0,0.8,0.8,-0.7,-0.7,0.3,0.9,+0.2,+0.2,+0.7,0.11,7,0.14,0.5,2,28.6,15.6,1,Match Report
378,Eint Frankfurt,2021-01-02,1.5,,Leverkusen,de Bundesliga,W 2-1,2,1,+1,35,1,0,0,0,1.5,1.5,+0.7,+0.7,1.4,0.7,-0.5,-0.5,-0.4,0.14,11,0.09,0.25,4,36.4,19.2,1,Match Report
379,Hertha BSC,2020-12-20,1.9,@,Freiburg,de Bundesliga,L 1-4,1,4,-3,57,1,0,0,0,1.9,1.9,-0.9,-0.1,0.9,0.8,-0.9,-0.9,-0.9,0.21,9,0.11,0.33,3,33.3,13.4,0,Match Report
380,Wolfsburg,2020-12-20,1.4,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,1.4,1.4,+0.2,+0.2,1,1.6,-0.4,-0.4,-1,0.11,13,0.08,0.2,5,38.5,14.4,1,Match Report
381,Stuttgart,2020-12-20,1.2,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,1.2,1.2,-0.2,-0.2,1.1,1,-1.2,-1.2,-1.1,0.13,9,0,0,2,22.2,13.4,0,Match Report
382,Freiburg,2020-12-20,2.8,,Hertha BSC,de Bundesliga,W 4-1,4,1,+3,43,3,1,1,0,2.8,2,+0.9,+0.1,1.9,2.1,+1.2,+1.0,+0.1,0.13,16,0.19,0.38,8,50,17,0,Match Report
383,Hoffenheim,2020-12-19,2.1,@,Gladbach,de Bundesliga,W 2-1,2,1,+1,52,2,0,0,0,2.1,2.1,+0.2,+1.0,2,1,-0.1,-0.1,0,0.13,16,0.13,0.4,5,31.3,16.1,1,Match Report
384,Bayern Munich,2020-12-19,1.1,@,Leverkusen,de Bundesliga,W 2-1,2,1,+1,49,2,0,0,0,1.1,1.1,+0.8,+0.8,1,1,+0.9,+0.9,+1.0,0.08,14,0.14,0.67,3,21.4,18.4,1,Match Report
385,Augsburg,2020-12-19,1.6,,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,46,0,0,0,0,1.6,1.6,-0.6,-0.6,0.9,1.1,-1.6,-1.6,-0.9,0.11,15,0,0,4,26.7,17.9,0,Match Report
386,Arminia,2020-12-19,1,@,Schalke 04,de Bundesliga,W 1-0,1,0,+1,54,1,0,0,0,1,1,+0.6,+0.6,1,1,0,0,0,0.11,9,0.11,0.33,3,33.3,14.6,0,Match Report
387,Gladbach,2020-12-19,1.9,,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,48,0,1,1,0,1.9,1.1,-0.2,-1,1,0.6,-0.9,-1.1,-1,0.08,14,0,0,4,28.6,21.4,1,Match Report
388,Werder Bremen,2020-12-19,1,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,56,1,0,0,0,1,1,+0.5,+0.5,0.9,0.9,0,0,+0.1,0.07,13,0.08,0.14,7,53.8,20.1,0,Match Report
389,Mainz 05,2020-12-19,0.5,,Werder Bremen,de Bundesliga,L 0-1,0,1,-1,44,0,0,0,0,0.5,0.5,-0.5,-0.5,0.3,1,-0.5,-0.5,-0.3,0.06,8,0,0,1,12.5,19,0,Match Report
390,RB Leipzig,2020-12-19,2.1,,Köln,de Bundesliga,D 0-0,0,0,0,64,0,0,0,0,2.1,2.1,+1.7,+1.7,1.6,2.2,-2.1,-2.1,-1.6,0.11,18,0,0,6,33.3,14,0,Match Report
391,Köln,2020-12-19,0.4,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,36,0,0,0,0,0.4,0.4,-1.7,-1.7,0.3,0.3,-0.4,-0.4,-0.3,0.09,4,0,0,1,25,28.3,0,Match Report
392,Schalke 04,2020-12-19,0.4,,Arminia,de Bundesliga,L 0-1,0,1,-1,46,0,0,0,0,0.4,0.4,-0.6,-0.6,0.3,0.5,-0.4,-0.4,-0.3,0.04,9,0,0,2,22.2,22.4,0,Match Report
393,Leverkusen,2020-12-19,0.3,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,51,1,0,0,0,0.3,0.3,-0.8,-0.8,0.3,0.5,+0.7,+0.7,+0.7,0.04,7,0.14,0.5,2,28.6,21.9,0,Match Report
394,Eint Frankfurt,2020-12-19,2.2,@,Augsburg,de Bundesliga,W 2-0,2,0,+2,54,1,0,0,0,2.2,2.2,+0.6,+0.6,1.6,0.8,-1.2,-1.2,-0.6,0.15,15,0.07,0.17,6,40,14.3,0,Match Report
395,Union Berlin,2020-12-18,1,,Dortmund,de Bundesliga,W 2-1,2,1,+1,30,2,0,0,0,1,1,-0.3,-0.3,0.9,0.5,+1.0,+1.0,+1.1,0.08,12,0.17,0.4,5,41.7,18,0,Match Report
396,Dortmund,2020-12-18,1.3,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,70,1,0,0,0,1.3,1.3,+0.3,+0.3,1.1,1.4,-0.3,-0.3,-0.1,0.08,16,0.06,0.33,3,18.8,17.4,0,Match Report
397,Hoffenheim,2020-12-16,0.6,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0.6,0.6,+0.1,+0.1,0.6,1.1,-0.6,-0.6,-0.6,0.11,6,0,0,2,33.3,10,0,Match Report
398,Bayern Munich,2020-12-16,1.8,,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,59,2,0,0,0,1.8,1.8,+0.7,+0.7,1.4,1.6,+0.2,+0.2,+0.6,0.16,11,0.18,1,2,18.2,13,0,Match Report
399,Augsburg,2020-12-16,0.4,@,Arminia,de Bundesliga,W 1-0,1,0,+1,52,1,0,0,0,0.4,0.4,-0.2,-0.2,0.3,0.5,+0.6,+0.6,+0.7,0.04,9,0.11,0.5,2,22.2,22.3,0,Match Report
400,Arminia,2020-12-16,0.6,,Augsburg,de Bundesliga,L 0-1,0,1,-1,48,0,0,0,0,0.6,0.6,+0.2,+0.2,0.5,0.5,-0.6,-0.6,-0.5,0.05,12,0,0,2,16.7,20.5,0,Match Report
401,Wolfsburg,2020-12-16,1,@,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,41,1,0,0,0,1,1,-0.7,-0.7,0.8,0.7,0,0,+0.2,0.06,17,0.06,0.17,6,35.3,21.6,1,Match Report
402,Freiburg,2020-12-16,1.2,@,Schalke 04,de Bundesliga,W 2-0,2,0,+2,46,2,0,0,0,1.2,1.2,+0.8,+0.8,1.1,0.9,+0.8,+0.8,+0.9,0.11,11,0.18,0.67,3,27.3,13.7,0,Match Report
403,RB Leipzig,2020-12-16,0.5,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,0.5,0.5,-0.1,-0.1,0.5,0.6,+0.5,+0.5,+0.5,0.13,4,0.25,0.33,3,75,20.3,0,Match Report
404,Köln,2020-12-16,0.4,,Leverkusen,de Bundesliga,L 0-4,0,4,-4,34,0,0,0,0,0.4,0.4,-1.2,-1.2,0.3,0.4,-0.4,-0.4,-0.3,0.05,7,0,,0,0,18.4,0,Match Report
405,Schalke 04,2020-12-16,0.5,,Freiburg,de Bundesliga,L 0-2,0,2,-2,54,0,0,0,0,0.5,0.5,-0.8,-0.8,0.3,0.4,-0.5,-0.5,-0.3,0.05,10,0,0,2,20,21.5,1,Match Report
406,Leverkusen,2020-12-16,1.6,@,Köln,de Bundesliga,W 4-0,4,0,+4,66,4,0,0,0,1.6,1.6,+1.2,+1.2,1.2,0.9,+2.4,+2.4,+1.8,0.11,14,0.29,0.57,7,50,19.3,2,Match Report
407,Hertha BSC,2020-12-15,0.8,,Mainz 05,de Bundesliga,D 0-0,0,0,0,64,0,0,0,0,0.8,0.8,+0.1,+0.1,0.8,1.1,-0.8,-0.8,-0.8,0.08,11,0,,0,0,17,0,Match Report
408,Gladbach,2020-12-15,1.4,@,Eint Frankfurt,de Bundesliga,D 3-3,3,3,0,60,2,1,1,0,1.4,0.6,-0.5,-0.5,0.3,0.9,+1.6,+1.4,-0.3,0.1,7,0.29,0.5,4,57.1,21.4,1,Match Report
409,Stuttgart,2020-12-15,2,,Union Berlin,de Bundesliga,D 2-2,2,2,0,62,2,0,0,0,2,2,+1.3,+1.3,1.5,1.3,0,0,+0.5,0.15,14,0.14,0.4,5,35.7,13.2,0,Match Report
410,Werder Bremen,2020-12-15,0.3,,Dortmund,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,0.3,0.3,-2.7,-1.7,0.1,0.3,+0.7,+0.7,+0.9,0.04,6,0.17,0.33,3,50,21.2,1,Match Report
411,Union Berlin,2020-12-15,0.7,@,Stuttgart,de Bundesliga,D 2-2,2,2,0,38,2,0,0,0,0.7,0.7,-1.3,-1.3,0.5,0.6,+1.3,+1.3,+1.5,0.05,15,0.13,0.4,5,33.3,18,0,Match Report
412,Mainz 05,2020-12-15,0.8,@,Hertha BSC,de Bundesliga,D 0-0,0,0,0,36,0,0,0,0,0.8,0.8,-0.1,-0.1,0.7,0.8,-0.8,-0.8,-0.7,0.15,5,0,,0,0,15.4,0,Match Report
413,Dortmund,2020-12-15,2.9,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,54,2,0,1,1,2.9,1.9,+2.7,+1.7,1.7,1.7,-0.9,+0.1,-1.7,0.14,14,0.14,0.25,8,57.1,16,0,Match Report
414,Eint Frankfurt,2020-12-15,1.9,,Gladbach,de Bundesliga,D 3-3,3,3,0,40,2,1,1,0,1.9,1.2,+0.5,+0.5,0.9,0.6,+1.1,+0.8,+1.1,0.13,9,0.22,1,2,22.2,20.4,1,Match Report
415,Hoffenheim,2020-12-13,1.6,@,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,1.6,1.6,-0.6,+0.2,1.1,0.7,-0.6,-0.6,-0.1,0.15,11,0.09,0.25,4,36.4,18.6,1,Match Report
416,Augsburg,2020-12-13,1.4,,Schalke 04,de Bundesliga,D 2-2,2,2,0,41,1,0,0,0,1.4,1.4,-0.9,-0.9,1.3,0.8,-0.4,-0.4,-0.3,0.15,9,0.11,0.25,4,44.4,17.3,0,Match Report
417,Schalke 04,2020-12-13,2.3,@,Augsburg,de Bundesliga,D 2-2,2,2,0,59,2,0,0,0,2.3,2.3,+0.9,+0.9,1.7,1.1,-0.3,-0.3,-0.7,0.14,16,0.13,0.5,4,25,18.2,2,Match Report
418,Leverkusen,2020-12-13,2.2,,Hoffenheim,de Bundesliga,W 4-1,4,1,+3,60,3,1,1,0,2.2,1.4,+0.6,-0.2,1.2,0.7,+1.8,+1.6,+0.8,0.12,12,0.25,0.43,7,58.3,19.8,0,Match Report
419,Bayern Munich,2020-12-12,1.1,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,1.1,1.1,-0.2,-0.2,0.9,1.9,-0.1,-0.1,+0.1,0.09,12,0.08,0.2,5,41.7,20.1,1,Match Report
420,Arminia,2020-12-12,0.2,@,Freiburg,de Bundesliga,L 0-2,0,2,-2,52,0,0,0,0,0.2,0.2,-2.2,-1.4,0.2,0.3,-0.2,-0.2,-0.2,0.04,5,0,0,2,40,19.1,0,Match Report
421,Hertha BSC,2020-12-12,0.4,@,Gladbach,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0.4,0.4,-1.3,-1.3,0.2,0.2,+0.6,+0.6,+0.8,0.05,7,0.14,0.33,3,42.9,19.8,0,Match Report
422,Gladbach,2020-12-12,1.7,,Hertha BSC,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1.7,1.7,+1.3,+1.3,1.5,1.4,-0.7,-0.7,-0.5,0.11,16,0.06,0.33,3,18.8,17.6,1,Match Report
423,Stuttgart,2020-12-12,3.1,@,Dortmund,de Bundesliga,W 5-1,5,1,+4,29,4,1,1,0,3.1,2.3,+2.2,+1.4,2.1,1.1,+1.9,+1.7,+1.9,0.14,17,0.24,0.44,9,52.9,19,1,Match Report
424,Werder Bremen,2020-12-12,0.6,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,45,0,0,0,0,0.6,0.6,-1.7,-1,0.5,0.5,-0.6,-0.6,-0.5,0.06,10,0,0,2,20,20.5,0,Match Report
425,Union Berlin,2020-12-12,1.3,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,1.3,1.3,+0.2,+0.2,1.3,0.5,-0.3,-0.3,-0.3,0.11,12,0.08,0.2,5,41.7,20.9,0,Match Report
426,Mainz 05,2020-12-12,1.7,,Köln,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,1.7,1.7,+0.8,+0.8,1.6,1.8,-1.7,-1.7,-1.6,0.11,15,0,0,4,26.7,16.6,0,Match Report
427,Freiburg,2020-12-12,2.4,,Arminia,de Bundesliga,W 2-0,2,0,+2,48,1,1,1,0,2.4,1.6,+2.2,+1.4,0.8,0.6,-0.4,-0.6,+0.2,0.11,15,0.07,0.17,6,40,17.5,0,Match Report
428,RB Leipzig,2020-12-12,2.4,,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,55,1,1,1,0,2.4,1.6,+1.7,+1.0,1.5,0.6,-0.4,-0.6,-0.5,0.12,14,0.07,0.17,6,42.9,21.6,0,Match Report
429,Dortmund,2020-12-12,0.9,,Stuttgart,de Bundesliga,L 1-5,1,5,-4,71,1,0,0,0,0.9,0.9,-2.2,-1.4,0.8,1.8,+0.1,+0.1,+0.2,0.07,12,0.08,0.25,4,33.3,20.7,0,Match Report
430,Köln,2020-12-12,0.8,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,0.8,0.8,-0.8,-0.8,0.7,0.4,+0.2,+0.2,+0.3,0.09,9,0.11,0.17,6,66.7,18.2,1,Match Report
431,Wolfsburg,2020-12-11,2.9,,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,54,1,1,1,0,2.9,2.1,+1.4,+1.4,1.2,1.7,-0.9,-1.1,-0.2,0.13,17,0.06,0.13,8,47.1,17.1,2,Match Report
