Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
108,RB Leipzig,2021-04-16,1.4,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,63,0,0,0,0,1.4,1.4,+1.1,+1.1,1.2,1.9,-1.4,-1.4,-1.2,0.09,16,0,0,2,12.5,17.8,2,Match Report
109,Hoffenheim,2021-04-12,0.1,,Leverkusen,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,0.1,0.1,-0.2,-0.2,0.1,0.2,-0.1,-0.1,-0.1,0.05,2,0,,0,0,17.3,0,Match Report
110,Leverkusen,2021-04-12,0.3,@,Hoffenheim,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,0.3,0.3,+0.2,+0.2,0.3,0.8,-0.3,-0.3,-0.3,0.06,5,0,0,3,60,15.5,0,Match Report
111,Augsburg,2021-04-11,1.3,@,Schalke 04,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,1.3,1.3,+0.4,+0.4,1.2,0.9,-1.3,-1.3,-1.2,0.11,12,0,0,4,33.3,17.9,0,Match Report
112,Mainz 05,2021-04-11,1.6,@,Köln,de Bundesliga,W 3-2,3,2,+1,38,3,0,0,0,1.6,1.6,-0.8,-0.1,0.9,0.9,+1.4,+1.4,+2.1,0.18,9,0.33,0.6,5,55.6,16,0,Match Report
113,Köln,2021-04-11,2.4,,Mainz 05,de Bundesliga,L 2-3,2,3,-1,62,1,1,1,0,2.4,1.7,+0.8,+0.1,1.5,1.4,-0.4,-0.7,-0.5,0.08,22,0.05,0.33,3,13.6,17.2,0,Match Report
114,Schalke 04,2021-04-11,0.9,,Augsburg,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,0.9,0.9,-0.4,-0.4,0.2,0.4,+0.1,+0.1,+0.8,0.13,7,0.14,0.5,2,28.6,19.2,1,Match Report
115,Bayern Munich,2021-04-10,0.8,,Union Berlin,de Bundesliga,D 1-1,1,1,0,59,1,0,0,0,0.8,0.8,-0.5,-0.5,0.7,1.4,+0.2,+0.2,+0.3,0.06,14,0.07,0.5,2,14.3,17.1,0,Match Report
116,Hertha BSC,2021-04-10,1.8,,Gladbach,de Bundesliga,D 2-2,2,2,0,62,2,0,0,0,1.8,1.8,+0.5,+1.3,1.7,1.8,+0.2,+0.2,+0.3,0.08,23,0.09,0.29,7,30.4,19.2,1,Match Report
117,Gladbach,2021-04-10,1.3,@,Hertha BSC,de Bundesliga,D 2-2,2,2,0,38,1,1,1,0,1.3,0.5,-0.5,-1.3,0.2,0.7,+0.7,+0.5,+0.8,0.08,6,0.17,0.33,3,50,21.3,0,Match Report
118,Wolfsburg,2021-04-10,1.2,@,Eint Frankfurt,de Bundesliga,L 3-4,3,4,-1,55,2,0,0,0,1.2,1.2,+0.3,+0.3,1.1,1.5,+0.8,+0.8,+0.9,0.06,20,0.1,0.29,7,35,18.3,0,Match Report
119,Stuttgart,2021-04-10,1.7,,Dortmund,de Bundesliga,L 2-3,2,3,-1,49,2,0,0,0,1.7,1.7,+0.6,+0.6,1.4,1.4,+0.3,+0.3,+0.6,0.13,13,0.15,0.67,3,23.1,14.5,0,Match Report
120,Werder Bremen,2021-04-10,1.7,,RB Leipzig,de Bundesliga,L 1-4,1,4,-3,37,0,1,1,0,1.7,0.9,+0.2,-0.6,0.8,0.6,-0.7,-0.9,-0.8,0.08,11,0,0,1,9.1,21.7,1,Match Report
121,Union Berlin,2021-04-10,1.3,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,41,1,0,0,0,1.3,1.3,+0.5,+0.5,1.3,1.5,-0.3,-0.3,-0.3,0.18,7,0.14,0.5,2,28.6,13.2,0,Match Report
122,RB Leipzig,2021-04-10,1.5,@,Werder Bremen,de Bundesliga,W 4-1,4,1,+3,63,4,0,0,0,1.5,1.5,-0.2,+0.6,1.5,1.5,+2.5,+2.5,+2.5,0.18,8,0.5,1,4,50,13.5,0,Match Report
123,Dortmund,2021-04-10,1.1,@,Stuttgart,de Bundesliga,W 3-2,3,2,+1,51,3,0,0,0,1.1,1.1,-0.6,-0.6,1,1.6,+1.9,+1.9,+2.0,0.07,17,0.18,0.43,7,41.2,20.6,1,Match Report
124,Eint Frankfurt,2021-04-10,0.9,,Wolfsburg,de Bundesliga,W 4-3,4,3,+1,45,4,0,0,0,0.9,0.9,-0.3,-0.3,0.8,1,+3.1,+3.1,+3.2,0.12,8,0.5,0.8,5,62.5,14.1,0,Match Report
125,Arminia,2021-04-09,1.3,,Freiburg,de Bundesliga,W 1-0,1,0,+1,45,0,0,0,0,1.3,1.3,+0.8,+0.8,0.9,1.3,-1.3,-1.3,-0.9,0.1,13,0,0,4,30.8,15.9,2,Match Report
126,Freiburg,2021-04-09,0.4,@,Arminia,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0.4,0.4,-0.8,-0.8,0.3,0.6,-0.4,-0.4,-0.3,0.05,9,0,,0,0,19,0,Match Report
127,Hertha BSC,2021-04-04,0.9,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,41,0,1,1,0,0.9,0.1,+0.1,-0.7,0.1,0.3,+0.1,-0.1,-0.1,0.05,3,0,,0,0,27.8,1,Match Report
128,Stuttgart,2021-04-04,0.7,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,59,0,0,0,0,0.7,0.7,+0.3,+0.3,0.6,0.9,-0.7,-0.7,-0.6,0.05,14,0,0,3,21.4,17.7,0,Match Report
129,Werder Bremen,2021-04-04,0.4,@,Stuttgart,de Bundesliga,L 0-1,0,1,-1,41,0,0,0,0,0.4,0.4,-0.3,-0.3,0.4,0.7,-0.4,-0.4,-0.4,0.04,10,0,0,2,20,23.3,0,Match Report
130,Union Berlin,2021-04-04,0.9,,Hertha BSC,de Bundesliga,D 1-1,1,1,0,59,1,0,0,0,0.9,0.9,-0.1,+0.7,0.4,1,+0.1,+0.1,+0.6,0.07,13,0.08,0.33,3,23.1,18.3,0,Match Report
131,Hoffenheim,2021-04-03,0.9,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,69,1,0,0,0,0.9,0.9,+0.2,+0.2,0.8,1.4,+0.1,+0.1,-0.8,0.06,15,0.07,0.2,5,33.3,17.3,0,Match Report
132,Bayern Munich,2021-04-03,0.6,@,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0.6,0.6,-0.1,-0.1,0.5,0.6,+0.4,+0.4,+0.5,0.06,9,0.11,0.2,5,55.6,16.6,0,Match Report
133,Augsburg,2021-04-03,0.6,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,31,2,0,0,0,0.6,0.6,-0.2,-0.2,0.6,0.6,+1.4,+1.4,+1.4,0.1,7,0.29,1,2,28.6,14.3,0,Match Report
134,Arminia,2021-04-03,0.5,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,0.5,0.5,-1.6,-0.8,0.4,0.7,+0.5,+0.5,-0.4,0.05,10,0.1,0.5,2,20,20.6,1,Match Report
135,Gladbach,2021-04-03,1.5,,Freiburg,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,1.5,1.5,-0.1,-0.1,1.2,0.7,+0.5,+0.5,+0.8,0.08,19,0.11,0.33,6,31.6,20,2,Match Report
136,Wolfsburg,2021-04-03,0.9,,Köln,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,0.9,0.9,-0.5,-0.5,0.9,1.4,+0.1,+0.1,+0.1,0.07,12,0.08,0.2,5,41.7,15.2,0,Match Report
137,Mainz 05,2021-04-03,2.1,,Arminia,de Bundesliga,D 1-1,1,1,0,58,0,1,1,0,2.1,1.3,+1.6,+0.8,1.3,0.8,-1.1,-1.3,-1.3,0.13,10,0,0,4,40,16.9,1,Match Report
138,Freiburg,2021-04-03,1.7,@,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,1,0,0,0,1.7,1.7,+0.1,+0.1,1.7,0.7,-0.7,-0.7,-0.7,0.18,10,0.1,0.25,4,40,16.5,0,Match Report
139,RB Leipzig,2021-04-03,0.6,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0.6,0.6,+0.1,+0.1,0.2,0.9,-0.6,-0.6,-0.2,0.05,14,0,0,2,14.3,20.6,0,Match Report
140,Dortmund,2021-04-03,2.1,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,2.1,2.1,+0.7,+0.7,1.9,2.8,-1.1,-1.1,-0.9,0.11,19,0.05,0.2,5,26.3,16.5,0,Match Report
141,Köln,2021-04-03,1.3,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,1.3,1.3,+0.5,+0.5,1.1,1.3,-1.3,-1.3,-1.1,0.15,9,0,0,1,11.1,14.2,0,Match Report
142,Schalke 04,2021-04-03,1,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,36,1,0,0,0,1,1,0,0,1,0.9,0,0,0,0.17,6,0.17,0.5,2,33.3,13.7,0,Match Report
143,Leverkusen,2021-04-03,1,,Schalke 04,de Bundesliga,W 2-1,2,1,+1,64,2,0,0,0,1,1,0,0,0.9,1.2,+1.0,+1.0,+1.1,0.12,8,0.25,0.67,3,37.5,16.5,0,Match Report
144,Eint Frankfurt,2021-04-03,1.4,@,Dortmund,de Bundesliga,W 2-1,2,1,+1,43,1,0,0,0,1.4,1.4,-0.7,-0.7,1.3,1.7,-0.4,-0.4,-0.3,0.1,14,0.07,0.33,3,21.4,15.8,0,Match Report
145,Hoffenheim,2021-03-21,1.3,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,63,1,0,0,0,1.3,1.3,-1.3,-1.3,1.2,1.2,-0.3,-0.3,-0.2,0.16,8,0.13,0.5,2,25,19.5,1,Match Report
146,Augsburg,2021-03-21,1,@,Freiburg,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,1,1,-0.8,-0.8,0.8,0.9,-1,-1,-0.8,0.05,20,0,0,7,35,20.1,1,Match Report
147,Hertha BSC,2021-03-21,2,,Leverkusen,de Bundesliga,W 3-0,3,0,+3,30,3,0,0,0,2,2,+0.1,+0.1,2.2,0.8,+1.0,+1.0,+0.8,0.18,13,0.23,0.33,9,69.2,21.1,0,Match Report
148,Mainz 05,2021-03-21,2.6,@,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,37,2,0,0,0,2.6,2.6,+1.3,+1.3,2.1,2.3,-0.6,-0.6,-1.1,0.18,15,0.13,0.29,7,46.7,14.1,1,Match Report
149,Freiburg,2021-03-21,1.8,,Augsburg,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,1.8,1.8,+0.8,+0.8,1.1,0.9,+0.2,+0.2,-0.1,0.16,13,0.15,0.4,5,38.5,15.8,0,Match Report
150,Leverkusen,2021-03-21,1.9,@,Hertha BSC,de Bundesliga,L 0-3,0,3,-3,70,0,0,0,0,1.9,1.9,-0.1,-0.1,1.8,2,-1.9,-1.9,-1.8,0.16,12,0,0,1,8.3,13.4,0,Match Report
151,Bayern Munich,2021-03-20,2.4,,Stuttgart,de Bundesliga,W 4-0,4,0,+4,43,4,0,0,0,2.4,2.4,+1.3,+1.3,2,1.5,+1.6,+1.6,+1.0,0.16,15,0.27,0.57,7,46.7,16.6,0,Match Report
152,Gladbach,2021-03-20,2.4,@,Schalke 04,de Bundesliga,W 3-0,3,0,+3,70,2,0,0,0,2.4,2.4,+2.2,+2.2,2,1.9,-0.4,-0.4,-1,0.12,21,0.1,0.29,7,33.3,16,0,Match Report
153,Wolfsburg,2021-03-20,0.9,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,49,1,0,0,0,0.9,0.9,+0.3,+0.3,0.8,0.9,+0.1,+0.1,+0.2,0.06,15,0.07,0.33,3,20,18.6,0,Match Report
154,Stuttgart,2021-03-20,1.1,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,57,0,0,0,0,1.1,1.1,-1.3,-1.3,0.9,1.6,-1.1,-1.1,-0.9,0.09,12,0,0,4,33.3,22.2,1,Match Report
155,Werder Bremen,2021-03-20,0.6,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,51,1,0,0,0,0.6,0.6,-0.3,-0.3,0.3,0.7,+0.4,+0.4,-0.3,0.06,10,0.1,0.25,4,40,17.1,0,Match Report
156,Union Berlin,2021-03-20,2.7,@,Eint Frankfurt,de Bundesliga,L 2-5,2,5,-3,47,2,0,0,0,2.7,2.7,+0.5,+0.5,2.5,1.9,-0.7,-0.7,-0.5,0.11,25,0.08,0.33,6,24,14.4,1,Match Report
157,Dortmund,2021-03-20,2,@,Köln,de Bundesliga,D 2-2,2,2,0,57,2,0,0,0,2,2,+0.5,+1.3,1.9,1.6,0,0,+0.1,0.15,13,0.15,0.5,4,30.8,16,2,Match Report
158,Köln,2021-03-20,1.5,,Dortmund,de Bundesliga,D 2-2,2,2,0,43,1,1,1,0,1.5,0.7,-0.5,-1.3,0.7,1.1,+0.5,+0.3,-0.7,0.08,9,0.11,1,1,11.1,16.9,0,Match Report
159,Schalke 04,2021-03-20,0.2,,Gladbach,de Bundesliga,L 0-3,0,3,-3,30,0,0,0,0,0.2,0.2,-2.2,-2.2,0.1,0.2,-0.2,-0.2,-0.1,0.05,4,0,0,1,25,18.9,0,Match Report
160,Eint Frankfurt,2021-03-20,2.3,,Union Berlin,de Bundesliga,W 5-2,5,2,+3,53,4,0,0,0,2.3,2.3,-0.5,-0.5,2.2,1.9,+1.7,+1.7,+1.8,0.25,9,0.44,0.8,5,55.6,14.1,0,Match Report
161,Arminia,2021-03-19,0.3,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,19,0,0,0,0,0.3,0.3,-1.8,-1.8,0.3,0.6,-0.3,-0.3,-0.3,0.05,7,0,,0,0,19.1,0,Match Report
162,RB Leipzig,2021-03-19,2.2,@,Arminia,de Bundesliga,W 1-0,1,0,+1,81,1,0,0,0,2.2,2.2,+1.8,+1.8,2.1,2.9,-1.2,-1.2,-1.1,0.11,20,0.05,0.13,8,40,19.9,0,Match Report
163,Hoffenheim,2021-03-14,1.2,@,Stuttgart,de Bundesliga,L 0-2,0,2,-2,57,0,0,0,0,1.2,1.2,+0.3,+0.3,0.6,0.9,-1.2,-1.2,-0.6,0.08,16,0,0,5,31.3,18.7,1,Match Report
164,Arminia,2021-03-14,1.7,@,Leverkusen,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,1.7,1.7,-0.5,-0.5,1,1.4,+0.3,+0.3,0,0.15,11,0.18,0.33,6,54.5,13.9,1,Match Report
165,Stuttgart,2021-03-14,0.9,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,43,1,0,0,0,0.9,0.9,-0.3,-0.3,0.9,0.8,+0.1,+0.1,+0.1,0.13,7,0.14,0.25,4,57.1,22.8,0,Match Report
166,RB Leipzig,2021-03-14,1.5,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,57,1,0,0,0,1.5,1.5,+0.4,+0.4,0.8,0.9,-0.5,-0.5,+0.2,0.11,14,0.07,0.13,8,57.1,18.5,2,Match Report
167,Leverkusen,2021-03-14,2.2,,Arminia,de Bundesliga,L 1-2,1,2,-1,75,1,0,0,0,2.2,2.2,+0.5,+0.5,1.4,2.3,-1.2,-1.2,-1.4,0.11,20,0.05,0.2,5,25,15.7,0,Match Report
168,Eint Frankfurt,2021-03-14,1.1,@,RB Leipzig,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1.1,1.1,-0.4,-0.4,0.6,0.5,-0.1,-0.1,+0.4,0.22,5,0.2,0.5,2,40,11,0,Match Report
169,Bayern Munich,2021-03-13,3.9,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,57,3,0,0,0,3.9,3.9,+3.0,+3.0,3.2,4.8,-0.9,-0.9,-1.2,0.2,21,0.14,0.5,6,28.6,11.8,0,Match Report
170,Hertha BSC,2021-03-13,0.1,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,29,0,0,0,0,0.1,0.1,-1.6,-1.6,0.1,0.6,-0.1,-0.1,-0.1,0.03,3,0,,0,0,26.6,0,Match Report
171,Wolfsburg,2021-03-13,1.8,,Schalke 04,de Bundesliga,W 5-0,5,0,+5,53,4,0,0,0,1.8,1.8,+1.5,+1.5,1.7,1,+2.2,+2.2,+2.3,0.11,16,0.25,0.57,7,43.8,19.6,0,Match Report
172,Werder Bremen,2021-03-13,1,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,1,1,-3,-3,0.6,0.5,0,0,+0.4,0.14,8,0.13,0.25,4,50,16.6,0,Match Report
173,Union Berlin,2021-03-13,2.5,,Köln,de Bundesliga,W 2-1,2,1,+1,42,1,1,1,0,2.5,1.7,+1.3,+1.3,1.7,1.6,-0.5,-0.7,-0.7,0.14,13,0.08,0.2,5,38.5,12.3,0,Match Report
174,Mainz 05,2021-03-13,1.8,,Freiburg,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,1.8,1.8,+0.9,+0.9,1.3,1.9,-0.8,-0.8,-0.3,0.2,11,0.09,0.14,7,63.6,15.6,0,Match Report
175,Freiburg,2021-03-13,0.9,@,Mainz 05,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,0.9,0.9,-0.9,-0.9,0.7,1,-0.9,-0.9,-0.7,0.08,12,0,0,2,16.7,17.3,2,Match Report
176,Dortmund,2021-03-13,1.7,,Hertha BSC,de Bundesliga,W 2-0,2,0,+2,71,2,0,0,0,1.7,1.7,+1.6,+1.6,1.6,1.7,+0.3,+0.3,-0.6,0.15,12,0.17,0.5,4,33.3,18.4,1,Match Report
177,Köln,2021-03-13,1.3,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,58,0,1,1,0,1.3,0.5,-1.3,-1.3,0.4,0.8,-0.3,-0.5,-0.4,0.06,8,0,0,4,50,21.9,0,Match Report
178,Schalke 04,2021-03-13,0.2,@,Wolfsburg,de Bundesliga,L 0-5,0,5,-5,47,0,0,0,0,0.2,0.2,-1.5,-1.5,0.2,0.3,-0.2,-0.2,-0.2,0.05,5,0,0,1,20,19.4,0,Match Report
179,Augsburg,2021-03-12,1.4,,Gladbach,de Bundesliga,W 3-1,3,1,+2,36,3,0,0,0,1.4,1.4,-1.7,-0.9,1.2,1.1,+1.6,+1.6,+0.8,0.14,10,0.3,1,3,30,15,0,Match Report
180,Gladbach,2021-03-12,3.1,@,Augsburg,de Bundesliga,L 1-3,1,3,-2,64,1,0,1,1,3.1,2.3,+1.7,+0.9,1.7,1.3,-2.1,-1.3,-0.7,0.09,25,0.04,0.14,7,28,16.6,0,Match Report
181,Arminia,2021-03-10,3.1,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,59,0,0,0,0,3.1,3.1,+1.5,+1.5,2.7,2.4,-3.1,-3.1,-2.7,0.12,26,0,0,8,30.8,14.5,1,Match Report
182,Werder Bremen,2021-03-10,1.6,@,Arminia,de Bundesliga,W 2-0,2,0,+2,41,2,0,0,0,1.6,1.6,-1.5,-1.5,0.7,0.6,+0.4,+0.4,+0.3,0.32,5,0.4,1,2,40,12.4,0,Match Report
183,Arminia,2021-03-07,0.4,,Union Berlin,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0.4,0.4,-0.9,-0.9,0.4,0.3,-0.4,-0.4,-0.4,0.1,4,0,0,2,50,17.2,0,Match Report
184,Werder Bremen,2021-03-07,1.1,@,Köln,de Bundesliga,D 1-1,1,1,0,32,1,0,0,0,1.1,1.1,-0.4,-0.4,0.9,1.4,-0.1,-0.1,+0.1,0.09,12,0.08,0.2,5,41.7,15.3,0,Match Report
185,Union Berlin,2021-03-07,1.4,@,Arminia,de Bundesliga,D 0-0,0,0,0,59,0,0,0,0,1.4,1.4,+0.9,+0.9,1.4,0.8,-1.4,-1.4,-1.4,0.17,8,0,0,3,37.5,14,0,Match Report
186,Köln,2021-03-07,1.5,,Werder Bremen,de Bundesliga,D 1-1,1,1,0,68,1,0,0,0,1.5,1.5,+0.4,+0.4,0.6,1,-0.5,-0.5,+0.4,0.09,16,0.06,0.25,4,25,18.4,2,Match Report
187,Hoffenheim,2021-03-06,1.1,,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,39,2,0,0,0,1.1,1.1,-1.3,-1.3,0.8,0.6,+0.9,+0.9,+1.2,0.12,9,0.22,0.5,4,44.4,17.3,2,Match Report
188,Bayern Munich,2021-03-06,3.1,,Dortmund,de Bundesliga,W 4-2,4,2,+2,66,3,1,1,0,3.1,2.3,+2.4,+1.7,2.2,2.7,+0.9,+0.7,-0.2,0.09,26,0.12,0.38,8,30.8,16.7,0,Match Report
189,Augsburg,2021-03-06,0.7,@,Hertha BSC,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,0.7,0.7,-1.8,-1,0.7,0.5,+0.3,+0.3,+0.3,0.08,8,0.13,0.25,4,50,18.9,0,Match Report
190,Hertha BSC,2021-03-06,2.5,,Augsburg,de Bundesliga,W 2-1,2,1,+1,65,1,1,1,0,2.5,1.7,+1.8,+1.0,1.6,1.8,-0.5,-0.7,-0.6,0.11,16,0.06,0.17,6,37.5,16.2,0,Match Report
191,Gladbach,2021-03-06,0.5,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,0.5,0.5,-0.9,-0.9,0.2,0.6,-0.5,-0.5,-0.2,0.07,8,0,0,3,37.5,17.8,1,Match Report
192,Wolfsburg,2021-03-06,2.4,@,Hoffenheim,de Bundesliga,L 1-2,1,2,-1,61,1,0,0,0,2.4,2.4,+1.3,+1.3,1.6,2.7,-1.4,-1.4,-0.6,0.14,18,0.06,0.2,5,27.8,17.6,0,Match Report
193,Stuttgart,2021-03-06,0.5,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,0.5,0.5,-1,-1,0.5,0.6,+0.5,+0.5,+0.5,0.06,8,0.13,1,1,12.5,17.9,0,Match Report
194,Freiburg,2021-03-06,0.2,,RB Leipzig,de Bundesliga,L 0-3,0,3,-3,43,0,0,0,0,0.2,0.2,-1.3,-1.3,0.1,0.2,-0.2,-0.2,-0.1,0.05,5,0,0,1,20,24.6,1,Match Report
195,RB Leipzig,2021-03-06,1.5,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,57,3,0,0,0,1.5,1.5,+1.3,+1.3,1.5,2.8,+1.5,+1.5,+1.5,0.12,13,0.23,0.43,7,53.8,18.3,0,Match Report
196,Dortmund,2021-03-06,0.6,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,0.6,0.6,-2.4,-1.7,0.6,0.8,+1.4,+1.4,+1.4,0.16,4,0.5,0.67,3,75,24,0,Match Report
197,Leverkusen,2021-03-06,1.4,@,Gladbach,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,1.4,1.4,+0.9,+0.9,0.5,0.3,-0.4,-0.4,+0.5,0.12,13,0.08,0.2,5,38.5,15.3,0,Match Report
198,Eint Frankfurt,2021-03-06,1.5,,Stuttgart,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1.5,1.5,+1.0,+1.0,1.3,1.2,-0.5,-0.5,-0.3,0.08,20,0.05,0.14,7,35,15.8,0,Match Report
199,Mainz 05,2021-03-05,0.9,@,Schalke 04,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0.9,0.9,+0.8,+0.8,0.6,1,-0.9,-0.9,-0.6,0.05,19,0,0,2,10.5,21.2,0,Match Report
200,Schalke 04,2021-03-05,0.2,,Mainz 05,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0.2,0.2,-0.8,-0.8,0.2,0.1,-0.2,-0.2,-0.2,0.08,2,0,0,2,100,17.9,0,Match Report
201,Hoffenheim,2021-02-28,1.3,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,54,0,0,0,0,1.3,1.3,+0.3,+1.1,1,1,-1.3,-1.3,-1,0.1,14,0,0,2,14.3,17.6,0,Match Report
202,Augsburg,2021-02-28,1.1,@,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,0,0,1.1,1.1,+0.1,+0.1,1,0.8,-0.1,-0.1,0,0.12,9,0.11,0.33,3,33.3,20,0,Match Report
203,Union Berlin,2021-02-28,1,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,46,0,1,1,0,1,0.2,-0.3,-1.1,0.2,0.4,0,-0.2,-0.2,0.04,4,0,,0,0,20.5,0,Match Report
204,Mainz 05,2021-02-28,0.9,,Augsburg,de Bundesliga,L 0-1,0,1,-1,62,0,0,0,0,0.9,0.9,-0.1,-0.1,0.9,1.1,-0.9,-0.9,-0.9,0.09,11,0,0,6,54.5,18,0,Match Report
205,Freiburg,2021-02-28,1.3,@,Leverkusen,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,1.3,1.3,0,0,1.3,1.6,+0.7,+0.7,+0.7,0.22,6,0.33,0.67,3,50,16.5,0,Match Report
206,Leverkusen,2021-02-28,1.3,,Freiburg,de Bundesliga,L 1-2,1,2,-1,66,1,0,0,0,1.3,1.3,0,0,1,1.3,-0.3,-0.3,0,0.06,22,0.05,0.2,5,22.7,17.3,1,Match Report
207,Bayern Munich,2021-02-27,2.3,,Köln,de Bundesliga,W 5-1,5,1,+4,55,5,0,0,0,2.3,2.3,+0.9,+0.9,2.2,2.6,+2.7,+2.7,+2.8,0.16,14,0.36,0.71,7,50,18.1,0,Match Report
208,Arminia,2021-02-27,0.8,@,Dortmund,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,0.8,0.8,-2,-1.2,0.4,0.2,-0.8,-0.8,-0.4,0.11,8,0,0,2,25,19.9,0,Match Report
209,Hertha BSC,2021-02-27,1.1,@,Wolfsburg,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,1.1,1.1,+0.4,+0.4,0.5,0.3,-1.1,-1.1,-0.5,0.13,9,0,0,2,22.2,18.7,0,Match Report
210,Gladbach,2021-02-27,1.4,@,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,34,1,1,1,0,1.4,0.6,-0.2,-1,0.3,0.3,+0.6,+0.4,+0.7,0.17,4,0.25,1,1,25,18.6,0,Match Report
211,Wolfsburg,2021-02-27,0.7,,Hertha BSC,de Bundesliga,W 2-0,2,0,+2,57,1,0,0,0,0.7,0.7,-0.4,-0.4,0.5,0.9,+0.3,+0.3,+0.5,0.06,11,0.09,0.5,2,18.2,16.9,0,Match Report
212,Stuttgart,2021-02-27,2.2,,Schalke 04,de Bundesliga,W 5-1,5,1,+4,49,5,0,0,0,2.2,2.2,+0.7,+1.5,2,2.7,+2.8,+2.8,+3.0,0.13,17,0.29,0.5,10,58.8,14.8,0,Match Report
213,RB Leipzig,2021-02-27,1.6,,Gladbach,de Bundesliga,W 3-2,3,2,+1,66,3,0,0,0,1.6,1.6,+0.2,+1.0,1.3,2.1,+1.4,+1.4,+1.7,0.08,21,0.14,0.33,9,42.9,18.8,1,Match Report
214,Dortmund,2021-02-27,2.8,,Arminia,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,2.8,2,+2.0,+1.2,1.7,2.1,+0.2,0,+0.3,0.11,19,0.11,0.25,8,42.1,15.5,0,Match Report
215,Köln,2021-02-27,1.4,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,45,1,0,0,0,1.4,1.4,-0.9,-0.9,0.5,0.6,-0.4,-0.4,+0.5,0.23,6,0.17,0.33,3,50,12.2,0,Match Report
