Rk,Team,Date,xG,Venue,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
107,Wolfsburg,2025-04-11,1.6,,RB Leipzig,de Bundesliga,L 2-3,2,3,-1,47,2,0,0,0,1.6,1.6,+0.3,+0.3,1.2,1.4,+0.4,+0.4,+0.8,0.1,17,0.12,0.33,6,35.3,12.6,0,Match Report
108,RB Leipzig,2025-04-11,1.3,@,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,1.3,1.3,-0.3,-0.3,0.9,0.9,+1.7,+1.7,+2.1,0.08,16,0.19,0.6,5,31.3,19.2,0,Match Report
109,Gladbach,2025-04-06,0.6,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,37,1,0,0,0,0.6,0.6,-1.3,-1.3,0.6,0.4,+0.4,+0.4,+0.4,0.11,5,0.2,0.33,3,60,17.3,0,Match Report
110,Wolfsburg,2025-04-06,1.9,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,1.9,1.9,+0.7,+0.7,0.5,0.8,-1.9,-1.9,-0.5,0.15,12,0,0,3,25,13.2,0,Match Report
111,St. Pauli,2025-04-06,1.9,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,1.9,1.9,+1.3,+1.3,1,1,-0.9,-0.9,0,0.07,26,0.04,0.11,9,34.6,19.8,1,Match Report
112,Union Berlin,2025-04-06,1.2,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1.2,1.2,-0.7,-0.7,0.3,0.7,-0.2,-0.2,+0.7,0.09,13,0.08,0.33,3,23.1,19.2,1,Match Report
113,Hoffenheim,2025-04-05,0.9,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,0.9,0.9,-0.7,-0.7,0.6,0.6,+0.1,+0.1,+0.4,0.11,9,0.11,0.2,5,55.6,16.9,0,Match Report
114,Heidenheim,2025-04-05,1,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,1,1,+0.6,+0.6,0.8,0.5,-1,-1,-0.8,0.1,10,0,0,2,20,13.8,0,Match Report
115,Holstein Kiel,2025-04-05,0.9,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,0.9,0.9,-0.9,-0.9,0.7,1.4,+0.1,+0.1,+0.3,0.09,10,0.1,0.2,5,50,13.4,0,Match Report
116,Stuttgart,2025-04-05,2.8,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,2.8,2.8,+2.0,+2.0,2.7,2,+1.2,+1.2,+1.3,0.2,14,0.29,0.67,6,42.9,15.4,0,Match Report
117,Werder Bremen,2025-04-05,1,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,38,2,0,0,0,1,1,+0.5,+0.5,0.6,0.3,+1.0,+1.0,+1.4,0.09,12,0.17,0.5,4,33.3,17.2,0,Match Report
118,Mainz 05,2025-04-05,1.8,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1.8,1.8,+0.9,+0.9,1.6,1.5,-0.8,-0.8,-0.6,0.14,13,0.08,0.33,3,23.1,14.5,1,Match Report
119,Freiburg,2025-04-05,1.8,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,1.8,1.8,-1.5,-1.5,1.6,1.7,-0.8,-0.8,-0.6,0.15,12,0.08,0.5,2,16.7,14.5,0,Match Report
120,RB Leipzig,2025-04-05,1.6,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,1.6,1.6,+0.7,+0.7,1.1,1.5,+1.4,+1.4,+0.9,0.1,16,0.19,0.6,5,31.3,18,1,Match Report
121,Dortmund,2025-04-05,3.3,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,3.3,3.3,+1.5,+1.5,3.2,3,+0.7,+0.7,+0.8,0.19,18,0.22,0.57,7,38.9,12.7,0,Match Report
122,Bochum,2025-04-05,0.8,,Stuttgart,de Bundesliga,L 0-4,0,4,-4,54,0,0,0,0,0.8,0.8,-2,-2,0.6,1.3,-0.8,-0.8,-0.6,0.07,11,0,0,2,18.2,16.7,0,Match Report
123,Leverkusen,2025-04-05,0.4,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,0.4,0.4,-0.6,-0.6,0.4,0.6,+0.6,+0.6,+0.6,0.06,6,0.17,0.5,2,33.3,21.6,0,Match Report
124,Eint Frankfurt,2025-04-05,0.5,@,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,62,0,0,0,0,0.5,0.5,-0.5,-0.5,0.4,1,-0.5,-0.5,-0.4,0.06,9,0,,0,0,18,1,Match Report
125,Bayern Munich,2025-04-04,2.4,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,2.4,2.4,+2.0,+2.0,2,2.3,-0.4,-0.4,-1,0.13,19,0.11,0.29,7,36.8,16.8,2,Match Report
126,Augsburg,2025-04-04,0.4,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,0.4,0.4,-2,-2,0.3,0.4,+0.6,+0.6,+0.7,0.07,6,0.17,0.33,3,50,15.5,0,Match Report
127,Union Berlin,2025-03-30,1,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,1,1,-0.4,-0.4,0.7,0.7,+1.0,+1.0,+0.3,0.1,10,0.2,0.33,6,60,16.7,1,Match Report
128,Mainz 05,2025-03-30,0.8,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,0.8,0.8,-2,-2,0.6,1.2,+0.2,+0.2,+0.4,0.07,12,0.08,0.5,2,16.7,14.5,0,Match Report
129,Freiburg,2025-03-30,1.4,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,1.4,1.4,+0.4,+0.4,1.3,1.4,-0.4,-0.4,-0.3,0.16,9,0.11,0.33,3,33.3,19.5,1,Match Report
130,Dortmund,2025-03-30,2.8,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,2.8,2.8,+2.0,+2.0,2.7,2.8,+0.2,+0.2,+0.3,0.16,18,0.17,0.43,7,38.9,17.6,1,Match Report
131,Hoffenheim,2025-03-29,1.4,,Augsburg,de Bundesliga,D 1-1,1,1,0,56,0,1,1,0,1.4,0.7,+0.8,+0.1,0.5,1.3,-0.4,-0.7,-0.5,0.06,12,0,0,3,25,19.7,1,Match Report
132,Bayern Munich,2025-03-29,3.5,,St. Pauli,de Bundesliga,W 3-2,3,2,+1,65,3,0,0,0,3.5,3.5,+2.6,+2.6,3.5,2.3,-0.5,-0.5,-0.5,0.19,19,0.16,0.38,8,42.1,13.3,0,Match Report
133,Augsburg,2025-03-29,0.6,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,0.6,0.6,-0.8,-0.1,0.6,0.3,+0.4,+0.4,+0.4,0.05,11,0.09,0.25,4,36.4,24.6,0,Match Report
134,Heidenheim,2025-03-29,1.3,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,1.3,0.6,+0.1,-0.7,0.5,0.9,-0.3,-0.6,-0.5,0.06,10,0,0,3,30,17,0,Match Report
135,Holstein Kiel,2025-03-29,0.5,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,0.5,0.5,-1.3,-1.3,0.3,0.7,-0.5,-0.5,-0.3,0.04,11,0,,0,0,20.3,1,Match Report
136,Gladbach,2025-03-29,1.8,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,1.8,1.8,+0.5,+0.5,0.9,1,-0.8,-0.8,-0.9,0.12,16,0.06,0.33,3,18.8,15,1,Match Report
137,Wolfsburg,2025-03-29,1.3,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,1.3,1.3,-0.1,+0.7,1.3,1.7,-1.3,-1.3,-1.3,0.12,11,0,0,2,18.2,17.5,1,Match Report
138,St. Pauli,2025-03-29,1,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,35,2,0,0,0,1,1,-2.6,-2.6,0.9,0.9,+1.0,+1.0,+1.1,0.1,10,0.2,0.5,4,40,19.2,1,Match Report
139,Stuttgart,2025-03-29,1.2,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,1.2,1.2,-2.5,-2.5,1.2,1.1,-1.2,-1.2,-1.2,0.15,8,0,0,2,25,13.9,0,Match Report
140,Werder Bremen,2025-03-29,1.8,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,45,3,0,0,0,1.8,1.8,+1.3,+1.3,1.5,1.3,+1.2,+1.2,-0.5,0.13,14,0.21,0.43,7,50,16.8,1,Match Report
141,RB Leipzig,2025-03-29,1.3,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,60,0,0,0,0,1.3,1.3,-0.5,-0.5,0.9,1.7,-1.3,-1.3,-0.9,0.07,19,0,0,3,15.8,17,1,Match Report
142,Eint Frankfurt,2025-03-29,3.7,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,3.7,3.7,+2.5,+2.5,1.7,1.5,-2.7,-2.7,-1.7,0.21,19,0.05,0.2,5,26.3,14.9,1,Match Report
143,Bochum,2025-03-28,0.5,@,Leverkusen,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,0.5,0.5,-1.5,-1.5,0.2,0.7,+0.5,+0.5,+0.8,0.06,8,0.13,0.33,3,37.5,22.5,0,Match Report
144,Leverkusen,2025-03-28,2,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,2,2,+1.5,+1.5,1.9,1.7,+1.0,+1.0,+1.1,0.14,14,0.21,0.6,5,35.7,19,0,Match Report
145,Heidenheim,2025-03-16,1.5,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,1.5,1.5,0,0,1.3,1.5,+1.5,+1.5,+1.7,0.11,14,0.21,0.6,5,35.7,16.3,0,Match Report
146,Holstein Kiel,2025-03-16,1.5,@,Heidenheim,de Bundesliga,L 1-3,1,3,-2,61,1,0,0,0,1.5,1.5,0,0,0.7,1.2,-0.5,-0.5,+0.3,0.1,16,0.06,0.25,4,25,19.4,1,Match Report
147,Stuttgart,2025-03-16,2.3,,Leverkusen,de Bundesliga,L 3-4,3,4,-1,43,2,0,0,0,2.3,2.3,+0.6,+0.6,1.7,1.3,-0.3,-0.3,+0.3,0.23,11,0.18,0.33,6,54.5,11.9,0,Match Report
148,Bochum,2025-03-16,1.4,,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,51,1,0,0,0,1.4,1.4,-1.2,-1.2,1.3,2.3,-0.4,-0.4,-0.3,0.08,17,0.06,0.14,7,41.2,13.7,0,Match Report
149,Leverkusen,2025-03-16,1.7,@,Stuttgart,de Bundesliga,W 4-3,4,3,+1,57,3,0,0,0,1.7,1.7,-0.6,-0.6,1.5,1.5,+1.3,+1.3,+0.5,0.11,16,0.19,0.75,4,25,14.2,0,Match Report
150,Eint Frankfurt,2025-03-16,2.5,@,Bochum,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,2.5,2.5,+1.2,+1.2,2.2,1.9,+0.5,+0.5,+0.8,0.14,18,0.17,0.43,7,38.9,15.4,1,Match Report
151,Bayern Munich,2025-03-15,1.6,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,80,1,0,0,0,1.6,1.6,+1.0,+1.0,1.4,2.3,-0.6,-0.6,-0.4,0.09,18,0.06,0.25,4,22.2,21.1,1,Match Report
152,Augsburg,2025-03-15,0.7,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0.7,0.7,0,0,0.7,1.1,+0.3,+0.3,+0.3,0.07,10,0.1,0.5,2,20,19.5,0,Match Report
153,Gladbach,2025-03-15,2.4,@,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,47,3,1,1,0,2.4,1.6,-0.1,-0.2,1.5,1.3,+1.6,+1.4,+0.5,0.13,12,0.25,0.5,6,50,18,0,Match Report
154,Wolfsburg,2025-03-15,0.8,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0.8,0.8,0,0,0.6,0.6,-0.8,-0.8,-0.6,0.06,13,0,0,2,15.4,20.5,1,Match Report
155,Werder Bremen,2025-03-15,2.5,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,2.5,1.8,+0.1,+0.2,1.6,2.6,-0.5,-0.8,-1.6,0.09,22,0.05,1,1,4.5,15.1,1,Match Report
156,Union Berlin,2025-03-15,0.7,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,0.7,0.7,-1,-1,0.2,0.4,+0.3,+0.3,+0.8,0.1,7,0.14,0.33,3,42.9,17.6,0,Match Report
157,Mainz 05,2025-03-15,1.3,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,1.3,1.3,-1.8,-1.8,1.2,2,+0.7,+0.7,+0.8,0.14,9,0.22,0.5,4,44.4,20.2,0,Match Report
158,Freiburg,2025-03-15,3.1,@,Mainz 05,de Bundesliga,D 2-2,2,2,0,56,2,0,0,0,3.1,3.1,+1.8,+1.8,2.6,2.7,-1.1,-1.1,-0.6,0.14,24,0.08,0.25,8,33.3,13.4,1,Match Report
159,RB Leipzig,2025-03-15,1.8,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,1.8,1.8,-1.2,-1.2,1.7,1.7,+0.2,+0.2,+0.3,0.12,15,0.13,0.4,5,33.3,17,0,Match Report
160,Dortmund,2025-03-15,3,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,66,0,0,0,0,3,3,+1.2,+1.2,2.7,3.8,-3,-3,-2.7,0.12,25,0,0,9,36,15,0,Match Report
161,Hoffenheim,2025-03-14,0.2,@,St. Pauli,de Bundesliga,L 0-1,0,1,-1,56,0,0,0,0,0.2,0.2,-1.8,-1.8,0.1,0.9,-0.2,-0.2,-0.1,0.04,4,0,,0,0,18.6,0,Match Report
162,St. Pauli,2025-03-14,2,,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,44,1,0,0,0,2,2,+1.8,+1.8,1.9,1.1,-1,-1,-0.9,0.2,10,0.1,0.2,5,50,14,1,Match Report
163,Hoffenheim,2025-03-09,1.3,,Heidenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1.3,1.3,+0.1,+0.1,1.3,1.2,-0.3,-0.3,-0.3,0.08,16,0.06,0.33,3,18.8,20,0,Match Report
164,Heidenheim,2025-03-09,1.2,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,1.2,1.2,-0.1,-0.1,1,1.1,-0.2,-0.2,0,0.05,23,0.04,0.2,5,21.7,16,0,Match Report
165,Union Berlin,2025-03-09,0.9,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,0.9,0.9,-0.9,-0.3,0.7,0.7,+1.1,+1.1,+0.3,0.08,11,0.18,0.67,3,27.3,13.9,0,Match Report
166,Eint Frankfurt,2025-03-09,1.8,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,1,0,1,1,1.8,1.1,+0.9,+0.3,0.7,1.4,-0.8,-0.1,-0.7,0.09,13,0.08,0.5,2,15.4,16.5,0,Match Report
167,Bayern Munich,2025-03-08,2.4,,Bochum,de Bundesliga,L 2-3,2,3,-1,73,2,0,1,1,2.4,1.6,+1.3,+0.5,1.6,1.8,-0.4,+0.4,+0.4,0.12,13,0.15,0.4,5,38.5,16.2,0,Match Report
168,Augsburg,2025-03-08,0.2,@,Dortmund,de Bundesliga,W 1-0,1,0,+1,29,1,0,0,0,0.2,0.2,-1,-1,0.2,0.4,+0.8,+0.8,+0.8,0.03,6,0.17,1,1,16.7,12.2,0,Match Report
169,Holstein Kiel,2025-03-08,1.4,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,1.4,1.4,+0.6,+0.6,0.9,1.5,+0.6,+0.6,-0.9,0.08,17,0.12,0.4,5,29.4,19.5,1,Match Report
170,Wolfsburg,2025-03-08,2,,St. Pauli,de Bundesliga,D 1-1,1,1,0,57,0,1,1,0,2,1.2,+0.4,-0.3,1.1,1.6,-1,-1.2,-1.1,0.08,15,0,0,3,20,15.6,0,Match Report
171,St. Pauli,2025-03-08,1.5,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,43,1,0,0,0,1.5,1.5,-0.4,+0.3,1.4,0.8,-0.5,-0.5,-0.4,0.12,14,0.07,0.25,4,28.6,16.2,0,Match Report
172,Stuttgart,2025-03-08,0.8,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,0.8,0.8,-0.6,-0.6,0.8,0.8,+1.2,+1.2,+1.2,0.13,6,0.33,1,2,33.3,12.4,0,Match Report
173,Werder Bremen,2025-03-08,1.1,@,Leverkusen,de Bundesliga,W 2-0,2,0,+2,28,2,0,0,0,1.1,1.1,-0.5,-0.5,0.9,0.8,+0.9,+0.9,+1.1,0.1,11,0.18,0.29,7,63.6,16,1,Match Report
174,Freiburg,2025-03-08,0.5,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0.5,0.5,-1,-1,0.4,0.6,-0.5,-0.5,-0.4,0.05,10,0,0,2,20,25.2,1,Match Report
175,RB Leipzig,2025-03-08,1.5,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,1.5,1.5,+1.0,+1.0,1.5,1.8,-1.5,-1.5,-1.5,0.09,18,0,0,3,16.7,14.4,1,Match Report
176,Dortmund,2025-03-08,1.2,,Augsburg,de Bundesliga,L 0-1,0,1,-1,71,0,0,0,0,1.2,1.2,+1.0,+1.0,1,1.3,-1.2,-1.2,-1,0.08,15,0,0,1,6.7,15.1,0,Match Report
177,Bochum,2025-03-08,1.1,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,1.1,1.1,-1.3,-0.5,0.6,0.9,+1.9,+1.9,+0.4,0.14,8,0.38,0.6,5,62.5,12.4,0,Match Report
178,Leverkusen,2025-03-08,1.6,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,72,0,0,0,0,1.6,1.6,+0.5,+0.5,1.4,2,-1.6,-1.6,-1.4,0.09,18,0,0,4,22.2,16.8,1,Match Report
179,Gladbach,2025-03-07,1.4,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,1.4,1.4,-0.1,-0.1,1,0.7,-0.4,-0.4,-1,0.11,12,0.08,0.25,4,33.3,17,0,Match Report
180,Mainz 05,2025-03-07,1.5,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,1.5,1.5,+0.1,+0.1,1,1.6,+1.5,+1.5,+1.0,0.12,15,0.2,0.43,7,46.7,18.9,0,Match Report
181,Augsburg,2025-03-02,1.5,,Freiburg,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,1.5,1.5,+0.7,+0.7,1.2,1.5,-1.5,-1.5,-1.2,0.11,13,0,0,5,38.5,16.9,1,Match Report
182,Holstein Kiel,2025-03-02,1,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,1,1,-0.2,-0.2,0.8,0.9,0,0,-0.8,0.1,10,0.1,0.33,3,30,15.6,0,Match Report
183,Union Berlin,2025-03-02,1.2,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,1.2,1.2,+0.2,+0.2,0.7,1.4,-1.2,-1.2,-0.7,0.09,14,0,0,3,21.4,10.1,0,Match Report
184,Freiburg,2025-03-02,0.8,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0.8,0.8,-0.7,-0.7,0.7,0.5,-0.8,-0.8,-0.7,0.11,7,0,0,3,42.9,21.3,1,Match Report
185,Hoffenheim,2025-03-01,0.6,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0.6,0.6,-0.3,-0.3,0.4,0.6,+0.4,+0.4,-0.4,0.06,10,0.1,0.5,2,20,19.7,0,Match Report
186,Heidenheim,2025-03-01,1.6,,Gladbach,de Bundesliga,L 0-3,0,3,-3,45,0,0,0,0,1.6,1.6,-0.2,-0.2,0.9,1.4,-1.6,-1.6,-0.9,0.08,20,0,0,4,20,18.3,1,Match Report
187,Gladbach,2025-03-01,1.8,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,55,3,0,0,0,1.8,1.8,+0.2,+0.2,1.7,0.8,+1.2,+1.2,+1.3,0.14,13,0.23,0.6,5,38.5,17.8,0,Match Report
188,Wolfsburg,2025-03-01,0.9,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,0.9,0.9,-1,-1,0.7,0.7,+1.1,+1.1,+1.3,0.1,9,0.22,0.67,3,33.3,17.3,0,Match Report
189,St. Pauli,2025-03-01,0.4,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,0.4,0.4,-1.1,-1.1,0.2,0.7,-0.4,-0.4,-0.2,0.06,7,0,0,1,14.3,18.1,0,Match Report
190,Werder Bremen,2025-03-01,1.9,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,1.9,1.9,+1.0,+1.0,1.6,1.5,-0.9,-0.9,-0.6,0.13,15,0.07,0.14,7,46.7,16.8,0,Match Report
191,Mainz 05,2025-03-01,1.5,@,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,1.5,1.5,+0.1,+0.1,1,1.2,+0.5,+0.5,0,0.1,15,0.13,0.67,3,20,15.9,0,Match Report
192,RB Leipzig,2025-03-01,1.4,,Mainz 05,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,1.4,1.4,-0.1,-0.1,0.8,1.4,-0.4,-0.4,-0.8,0.11,13,0.08,0.33,3,23.1,14.9,0,Match Report
193,Dortmund,2025-03-01,1.5,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,57,2,0,0,0,1.5,1.5,+1.1,+1.1,0.8,0.8,+0.5,+0.5,-0.8,0.12,14,0.14,0.67,3,21.4,14.3,0,Match Report
194,Bochum,2025-03-01,0.9,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0.9,0.9,+0.3,+0.3,0.6,1.9,-0.9,-0.9,-0.6,0.07,12,0,0,3,25,15.4,1,Match Report
195,Leverkusen,2025-03-01,2,@,Eint Frankfurt,de Bundesliga,W 4-1,4,1,+3,59,4,0,0,0,2,2,+0.9,+0.9,1.6,1.3,+2.0,+2.0,+0.4,0.12,20,0.2,0.44,9,45,15.1,0,Match Report
196,Eint Frankfurt,2025-03-01,1.1,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,1.1,1.1,-0.9,-0.9,0.3,0.2,-0.1,-0.1,-0.3,0.16,7,0.14,0.33,3,42.9,16.1,0,Match Report
197,Bayern Munich,2025-02-28,2.2,@,Stuttgart,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,2.2,2.2,+1.3,+1.3,1.5,0.8,+0.8,+0.8,-0.5,0.13,17,0.18,0.38,8,47.1,19.3,2,Match Report
198,Stuttgart,2025-02-28,0.9,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,0.9,0.9,-1.3,-1.3,0.8,1.6,+0.1,+0.1,+0.2,0.07,12,0.08,0.33,3,25,16,0,Match Report
199,Hoffenheim,2025-02-23,1,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,1,1,-1.1,-1.1,1,0.7,0,0,0,0.12,9,0.11,0.5,2,22.2,17.7,0,Match Report
200,Bayern Munich,2025-02-23,3.8,,Eint Frankfurt,de Bundesliga,W 4-0,4,0,+4,63,4,0,0,0,3.8,3.8,+3.4,+3.4,2.6,3.1,+0.2,+0.2,-0.6,0.21,19,0.21,0.4,10,52.6,13.1,0,Match Report
201,Heidenheim,2025-02-23,0.8,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,0.8,0.1,-1,-1,0.1,0.5,+1.2,+0.9,+0.9,0.02,3,0.33,1,1,33.3,28.5,0,Match Report
202,Stuttgart,2025-02-23,2.1,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,2.1,2.1,+1.1,+1.1,2,2.5,-1.1,-1.1,-1,0.16,14,0.07,0.14,7,50,13.5,0,Match Report
203,RB Leipzig,2025-02-23,1.9,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,1.9,1.1,+1.0,+1.0,0.9,1.3,+0.1,-0.1,+0.1,0.07,16,0.06,0.2,5,31.3,18.1,0,Match Report
204,Eint Frankfurt,2025-02-23,0.5,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,37,0,0,0,0,0.5,0.5,-3.4,-3.4,0.4,0.7,-0.5,-0.5,-0.4,0.07,7,0,0,2,28.6,16.3,0,Match Report
205,Augsburg,2025-02-22,1.5,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,1.5,1.5,+0.5,+0.5,1.3,2.1,+1.5,+1.5,+1.7,0.09,17,0.18,0.75,4,23.5,19.9,2,Match Report
206,Holstein Kiel,2025-02-22,0.3,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,0.3,0.3,-1.5,-1.5,0.3,0.4,-0.3,-0.3,-0.3,0.08,4,0,0,3,75,25,0,Match Report
207,Gladbach,2025-02-22,1,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,1,1,-0.5,-0.5,0.6,0.7,-1,-1,-0.6,0.15,8,0,0,4,50,11.6,0,Match Report
208,Wolfsburg,2025-02-22,1.6,,Bochum,de Bundesliga,D 1-1,1,1,0,54,1,0,0,0,1.6,1.6,+0.7,+0.7,1.3,1,-0.6,-0.6,-0.3,0.13,13,0.08,0.17,6,46.2,14.7,0,Match Report
209,St. Pauli,2025-02-22,0.8,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,0.8,0.8,-0.4,-0.4,0.7,1.2,-0.8,-0.8,-0.7,0.07,12,0,,0,0,17,1,Match Report
210,Union Berlin,2025-02-22,0.3,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,0.3,0.3,-4.5,-4.5,0.2,1.3,-0.3,-0.3,-0.2,0.04,6,0,0,1,16.7,10.7,0,Match Report
211,Mainz 05,2025-02-22,1.2,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,1.2,1.2,+0.4,+0.4,0.9,0.6,+0.8,+0.8,+0.1,0.12,10,0.2,0.4,5,50,17.2,0,Match Report
212,Dortmund,2025-02-22,4.8,,Union Berlin,de Bundesliga,W 6-0,6,0,+6,64,5,0,0,0,4.8,4.8,+4.5,+4.5,4.3,3.8,+0.2,+0.2,+0.7,0.2,24,0.21,0.63,8,33.3,12.8,0,Match Report
213,Bochum,2025-02-22,0.8,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,0.8,0.8,-0.7,-0.7,0.6,0.5,+0.2,+0.2,+0.4,0.08,11,0.09,0.2,5,45.5,15,0,Match Report
214,Leverkusen,2025-02-22,1.8,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,62,2,0,0,0,1.8,1.8,+1.5,+1.5,1.3,1.7,+0.2,+0.2,-0.3,0.1,18,0.11,0.29,7,38.9,13.9,1,Match Report
